station_id,station_guid,easting,northing,catchment_area,station_name,river_name,date_opened,date_closed,wiski_id,river_level_tool_id,rfa_station_id,station_status,station_status_reason,longitude,latitude,utm_x,utm_y,anglian,dee,humber,north_west,northumbria,severn,solway_tweed,south_east,south_west,thames
825e7c96-b693-4366-8e39-a7fc587d442a,825e7c96-b693-4366-8e39-a7fc587d442a,440828,425695,,Methley,River Calder,1961-07-07,,F1301,8134,27079,Active,"",-1.382684,53.726053,606704.902960652,5954257.16208347,0,0,1,0,0,0,0,0,0,0
cf8c9032-6d1d-473d-b304-3837260188cb,cf8c9032-6d1d-473d-b304-3837260188cb,325235,322445,229,Llanyblodwel,"",1973-05-11,,2038,2025,54038,Active,"",-3.110219,52.794359,492568.066674775,5849400.75355127,0,0,0,0,0,1,0,0,0,1
d7896c1f-b892-4272-b78a-9bb4d5a53c5b,d7896c1f-b892-4272-b78a-9bb4d5a53c5b,424241,421436,,Dewsbury,River Calder,1996-03-31,,F1306,8066,27098,Active,"",-1.6344,53.688804,590178.201198258,5949764.79555429,0,0,1,0,0,0,0,0,0,0
406a65e7-477b-4964-ba9b-47e452eca166,406a65e7-477b-4964-ba9b-47e452eca166,367172,363508,622,Ashbrook,River Weaver,1977-12-29,,680504,5007,68001,Active,"",-2.492504,53.167657,533926.042253499,5891041.51105714,0,0,0,1,0,0,0,0,0,0
68903310-c62d-4434-a7d4-96e766335179,68903310-c62d-4434-a7d4-96e766335179,398235,351975,139,Basford Bridge,River Churnet,1975-01-01,,4061,2127,28061,Active,"",-2.027783,53.065004,565146.942390294,5879943.54314949,0,0,1,0,0,0,0,0,0,0
975b896f-1d6a-4fb2-a888-794eb6045ee8,975b896f-1d6a-4fb2-a888-794eb6045ee8,374463,233229,18.3,Bromsberrow,Glynch Brook,1996-08-13,,2607,,,Active,"",-2.373352,51.996906,543022.485820332,5760879.47991475,0,0,0,0,0,1,0,0,0,1
ddb6b643-06b0-4e48-b74c-f12f6f946968,ddb6b643-06b0-4e48-b74c-f12f6f946968,193730,50600,,Trenowth,River Fal,1998-01-01,,S19589_FW,3164,48012,Active,"",-4.898882,50.319157,364820.254988541,5575841.27462258,0,0,0,0,0,0,0,0,1,0
3eb60c5b-875e-46e7-b8d9-b1208d023bc4,3eb60c5b-875e-46e7-b8d9-b1208d023bc4,571789,139960,138,Stonebridge,River Teise,1961-10-01,,453230001,1087,40009,Active,"",0.453946,51.133145,741636.666209054,5670305.15991416,0,0,0,0,0,0,0,0,0,0
b5d958ce-f342-427a-a32d-199bc52b0ee2,b5d958ce-f342-427a-a32d-199bc52b0ee2,524080,360970,,Fulsby,River Bain,1962-10-01,,030003,,30003,Active,"",-0.14688,53.131446,690869.864713324,5890696.24540971,1,0,0,0,0,0,0,0,0,0
15eae722-7f1f-41cb-a93e-2acdeca10a0a,15eae722-7f1f-41cb-a93e-2acdeca10a0a,480435,360565,8231,North Muskham,River Trent,1969-10-03,,4022,2109,28022,Active,"",-0.799124,53.13617,647226.364800851,5889681.28675885,0,0,1,0,0,0,0,0,0,0
bf679fd0-8d8f-4815-a569-ec798d81f324,bf679fd0-8d8f-4815-a569-ec798d81f324,567088,219360,132.1,Felsted,River Chelmer,1970-05-01,,037020,6146,37020,Active,"",0.424377,51.847826,735848.441428264,5749658.43418821,1,0,0,0,0,0,0,0,0,0
78a37028-e8de-4835-825a-6957d26306cf,78a37028-e8de-4835-825a-6957d26306cf,537040,198870,41.5,Ordnance Road,"",1973-04-01,,5339TH,7365,38024,Active,"",-0.019618,51.671889,706075.932080279,5728752.07572683,0,0,0,0,0,0,0,0,0,0
adec4dd7-9cdb-4c58-8fc3-2e509aecfbcd,adec4dd7-9cdb-4c58-8fc3-2e509aecfbcd,362834,388342,2030,Westy Flow,River Mersey,1989-03-11,,693976,5149,69037,Active,"",-2.560304,53.390586,529241.09362458,5915811.49969982,0,0,0,1,0,0,0,0,0,0
99d4811b-5177-469a-b217-732a8f1bdd13,99d4811b-5177-469a-b217-732a8f1bdd13,423745,328845,883.2,Marston On Dove,River Dove,1961-07-28,,4018,2107,28018,Active,"",-1.648793,52.856568,590977.951422694,5857170.29366903,0,0,1,0,0,0,0,0,0,0
b260a0a3-aaeb-40cf-b8cf-b1024a2db5d7,b260a0a3-aaeb-40cf-b8cf-b1024a2db5d7,366102,85161,,Upwey,River Wey,1989-06-16,,446010,3287,,Active,"",-2.480985,50.665123,536680.505755421,5612714.87480592,0,0,0,0,0,0,0,0,1,0
284ea1dd-ee32-47ef-8cbf-4b001775f8ed,284ea1dd-ee32-47ef-8cbf-4b001775f8ed,568340,126330,92.7,Crowhurst Weir,River Rother,1981-12-23,,556500002,,,Active,"",0.398356,51.011714,738372.177929027,5656625.15923995,0,0,0,0,0,0,0,1,0,0
544f2ad9-d14f-403c-bb42-abd8d5acfc8d,544f2ad9-d14f-403c-bb42-abd8d5acfc8d,508800,348300,,Leasingham Mill,River Slea,1974-02-13,,030006,6064,30006,Active,"",-0.379436,53.020935,675765.043089429,5877811.36491308,1,0,0,0,0,0,0,0,0,0
9cee5ed4-ddd7-4903-8f74-00f52a78c05c,9cee5ed4-ddd7-4903-8f74-00f52a78c05c,365254,343039,207,Audlem,River Weaver,1953-10-01,,680301,5009,68005,Active,"",-2.518975,52.983547,532293.932902742,5870548.51140832,0,0,0,1,0,0,0,0,0,0
b23821f8-f8e5-4b3d-a821-70913abe37cf,b23821f8-f8e5-4b3d-a821-70913abe37cf,484462,434397,,Wholsea Grange,"",1989-01-01,,F3402,9147,26011,Active,"",-0.719127,53.799018,650217.447586707,5963573.99544526,0,0,1,0,0,0,0,0,0,0
6f727c14-422c-4b7f-922d-b430d9aa07a2,6f727c14-422c-4b7f-922d-b430d9aa07a2,521705,189500,29,Colindale,Silk Stream,1973-12-01,,3829TH,7286,39049,Active,"",-0.244516,51.591209,690866.936705369,5719170.54767184,0,0,0,0,0,0,0,0,0,0
4485824a-191e-4504-b0e4-7fa2e2119fb6,4485824a-191e-4504-b0e4-7fa2e2119fb6,363239,99649,12.4,Sydling St Nicholas,Sydling Water,1969-12-01,,445410,3273,44006,Active,"",-2.522941,50.795228,533622.092067487,5627162.33485344,0,0,0,0,0,0,0,0,1,0
b3da16fa-2b4d-464a-a835-1028fce8b596,b3da16fa-2b4d-464a-a835-1028fce8b596,354689,513792,,Keld Intake Upstream,Keld Gill,2003-06-25,,761109,,,"",Data Temporarily Suspended,-2.701445,54.517372,519326.64944515,6041128.21012724,0,0,0,0,0,0,1,0,0,0
6b80bd1c-6c19-4c26-875d-108bf8ef1a84,6b80bd1c-6c19-4c26-875d-108bf8ef1a84,443835,206735,1600,Farmoor,River Thames,1992-06-25,,1100TH,7047,39129,Active,"",-1.366311,51.757588,612754.863726467,5735339.70190416,0,0,0,0,0,0,0,0,0,0
6c6c174e-519f-4b02-9e3e-1737f2139417_445510,6c6c174e-519f-4b02-9e3e-1737f2139417,370848,90331,,Loudsmill,River Frome,1969-07-01,,445510,3277,,Active,"",-2.414244,50.711872,541356.162550972,5617948.38117504,0,0,0,0,0,0,0,0,1,0
6c6c174e-519f-4b02-9e3e-1737f2139417_445508,6c6c174e-519f-4b02-9e3e-1737f2139417,370810,90350,,Loudsmill Combined,River Frome,1969-07-01,,445508,,,Active,"",-2.414784,50.712041,541317.888598811,5617966.87194532,0,0,0,0,0,0,0,0,1,0
6c6c174e-519f-4b02-9e3e-1737f2139417_445509,6c6c174e-519f-4b02-9e3e-1737f2139417,370821,90353,,Loudsmill Fishpass,River Frome,2008-08-08,,445509,3277,,Active,"",-2.414628,50.712068,541328.878818743,5617969.96135104,0,0,0,0,0,0,0,0,1,0
4747aea7-d2e7-41b4-b658-3242ae1c0eb8,4747aea7-d2e7-41b4-b658-3242ae1c0eb8,520905,297255,,Stanground Ultrasonic,King'S Dike,1992-06-01,,U33060,,,Active,"",-0.217908,52.559698,688581.747159541,5826928.86550203,1,0,0,0,0,0,0,0,0,0
41d13879-a145-4975-83bc-1aa9878d2fb5,41d13879-a145-4975-83bc-1aa9878d2fb5,419062,485989,510,Kilgram Bridge,River Ure,1968-01-01,,F2206,8113,27034,Active,"",-1.708807,54.26919,584087.869483157,6014241.73872801,0,0,1,0,0,0,0,0,0,0
63b8893e-1cef-40bc-8755-c0c4fe3e69dd,63b8893e-1cef-40bc-8755-c0c4fe3e69dd,449165,326255,1292,Kegworth,River Soar,1978-12-01,,4074,2132,28074,Active,"",-1.271689,52.831572,616433.699730335,5854934.11958922,0,0,1,0,0,0,0,0,0,0
127b5107-82fb-4e10-a15d-77ac7766422d,127b5107-82fb-4e10-a15d-77ac7766422d,386837,583213,343.8,Rede Bridge,River Rede,1968-10-01,,023008,8167,23008,Active,"",-2.208034,55.143073,550479.918093513,6110998.9195819,0,0,0,0,1,0,0,0,0,0
42968a1f-9f4e-4162-896d-39acbb55e58b,42968a1f-9f4e-4162-896d-39acbb55e58b,300909,506051,126,Braystones,River Ehen,1976-02-01,,744312,5018,74005,Active,"",-3.529373,54.440158,465667.085692119,6032624.68312236,0,0,0,1,0,0,0,0,0,0
4bca53ad-b1fe-4f3e-bc5e-32858fcfc96d,4bca53ad-b1fe-4f3e-bc5e-32858fcfc96d,521894,162800,,Bourne Hall Ponds,Hogsmill River,2009-11-11,,3345TH,,,Active,"",-0.25099,51.351208,691420.912666286,5692469.34760051,0,0,0,0,0,0,0,0,0,0
cdaa2757-51df-4d00-9d7a-440b0d88a937,cdaa2757-51df-4d00-9d7a-440b0d88a937,377537,100191,,Dewlish Woodsdown Cross,Devil'S Brook,1966-09-07,,444210,,,Active,"",-2.320113,50.800836,547911.124532498,5627897.77429915,0,0,0,0,0,0,0,0,1,0
971d4ec4-1147-40dd-b03d-a616a02b7817,971d4ec4-1147-40dd-b03d-a616a02b7817,499970,146265,110,Bramley,Cranleigh Waters,1983-11-05,,3069TH,7235,39122,Active,"",-0.570321,51.206851,669719.518721802,5675633.42326045,0,0,0,0,0,0,0,0,0,0
4b146acd-5118-4e14-b23a-13405168a010,4b146acd-5118-4e14-b23a-13405168a010,292695,125832,128,Brushford,River Barle,1967-10-01,,SS92F008,3257,45011,Active,"",-3.531302,51.021811,462736.344524223,5652384.67085889,0,0,0,0,0,0,0,0,1,0
8f2b54dc-b425-4a05-a100-0ea06f4ba248,8f2b54dc-b425-4a05-a100-0ea06f4ba248,414229,415754,97.4,Huddersfield Queens Mill,River Holme,1979-11-16,,F1003,8165,27065,Active,"",-1.786263,53.6381,580246.583125135,5943942.22186346,0,0,1,0,0,0,0,0,0,0
ddd4ea67-eff3-47b8-972c-dc5239620add,ddd4ea67-eff3-47b8-972c-dc5239620add,489920,271250,194,Harrowden,River Ise,1943-12-01,,032004,6104,32004,Active,"",-0.68182,52.331972,657953.54288778,5800492.09197627,1,0,0,0,0,0,0,0,0,0
81d85b5e-36b9-4933-b6be-6c4d335ae556,81d85b5e-36b9-4933-b6be-6c4d335ae556,347654,440921,84.5,New Draught,New Draught,1967-03-15,,720214,,,Active,"",-2.797399,53.861841,513324.32962511,5968169.22828799,0,0,0,1,0,0,0,0,0,0
588e6dc1-a77f-4961-9085-4b2617acb48e,588e6dc1-a77f-4961-9085-4b2617acb48e,264158,53219,43.5,Ermington,River Erme,1973-12-31,,SX65F051,3219,46006,Active,"",-3.911239,50.363155,435187.918375389,5579406.1241197,0,0,0,0,0,0,0,0,1,0
72f71a49-eabf-4155-91da-3b4342731f42,72f71a49-eabf-4155-91da-3b4342731f42,512660,373930,,Stainfield Beck,Stainfield Beck,1970-12-01,,030012,6062,30012,Active,"",-0.312919,53.250424,679267.235504991,5903498.01465697,1,0,0,0,0,0,0,0,0,0
0b2ad98d-d131-4233-9edc-f57be0b4ae31,0b2ad98d-d131-4233-9edc-f57be0b4ae31,351232,440550,32.4,A6 Brock Upstream,River Brock,1978-07-27,,720215,5022,72007,Active,"",-2.742941,53.858856,516907.030651483,5967848.72688796,0,0,0,1,0,0,0,0,0,0
3c58b9ab-5818-42af-8194-ed5fe9655142,3c58b9ab-5818-42af-8194-ed5fe9655142,234468,59634,37.2,Tideford,River Tiddy,1969-10-11,,SX35F068,3179,47009,Active,"",-4.331163,50.413192,405421.160762129,5585419.70263189,0,0,0,0,0,0,0,0,1,0
24cb6c6b-c859-4a45-b651-1468b010af70,24cb6c6b-c859-4a45-b651-1468b010af70,413215,317725,1229,Yoxall,River Trent,1969-01-06,,4012,2104,28012,Active,"",-1.805621,52.756966,580603.025868304,5845904.39565396,0,0,1,0,0,0,0,0,0,0
60914c18-1838-43e3-92c3-62765dfc7a99,60914c18-1838-43e3-92c3-62765dfc7a99,402013,202863,84,Cirencester,River Churn,1979-07-01,,0260TH,7015,39073,Active,"",-1.97225,51.724478,570987.049097767,5730894.42837835,0,0,0,0,0,0,0,0,0,0
53450672-fa32-414b-888a-fc5480aaf67d,53450672-fa32-414b-888a-fc5480aaf67d,389140,187032,89.7,Fosseway,Sherston Avon,1976-10-29,,530550,3035,53023,Active,"",-2.15812,51.582035,558331.748807045,5714888.39641217,0,0,0,0,0,1,0,0,0,1
18142c4b-ecf0-497c-ac4b-ccaef45aefc1,18142c4b-ecf0-497c-ac4b-ccaef45aefc1,361612,170380,,Brislington,Brislington Brook,2005-07-01,,530194_FW,3032,,Active,"",-2.553576,51.431108,531034.140170559,5697862.03269399,0,0,0,0,0,1,0,0,0,1
7337c648-a4bf-4f8b-80c2-2b17efdba8cd,7337c648-a4bf-4f8b-80c2-2b17efdba8cd,461239,454337,,Huntington,River Foss,1988-06-07,,F2470,8235,27083,Active,"",-1.067671,53.981457,626712.174517229,5983187.07310088,0,0,1,0,0,0,0,0,0,0
daa47a41-8f5a-4edb-9840-e0a13533cc64,daa47a41-8f5a-4edb-9840-e0a13533cc64,453040,425471,,Beal,River Aire,1976-10-01,,F1806,8017,27003,Active,"",-1.197656,53.722944,618920.038821079,5954205.07694469,0,0,1,0,0,0,0,0,0,0
78df8fd0-4075-4296-8187-b25f3c53de52,78df8fd0-4075-4296-8187-b25f3c53de52,432130,168520,101.3,Hungerford,River Dun,1968-04-01,,2239TH,7120,39028,Active,"",-1.539372,51.414788,601572.714432358,5696964.65466955,0,0,0,0,0,0,0,0,0,0
b0a28c3c-b5dc-4a94-a661-2ef0639049c7,b0a28c3c-b5dc-4a94-a661-2ef0639049c7,506573,194809,105,Rickmansworth,River Chess,1974-07-01,,2859TH,7190,39088,Active,"",-0.46125,51.641989,675660.292772405,5724272.99757,0,0,0,0,0,0,0,0,0,0
d42b68be-0da7-4519-ba9a-e24f789d9c10,d42b68be-0da7-4519-ba9a-e24f789d9c10,476061,444429,103.1,Thornton Lock,"",1983-04-14,,F2830,9145,27076,Active,"",-0.844165,53.890459,641674.544396801,5973487.93809592,0,0,1,0,0,0,0,0,0,0
d0bdea3c-41c2-4ad7-8b19-28f968b4ce61,d0bdea3c-41c2-4ad7-8b19-28f968b4ce61,555163,186177,47.9,Gaynes Park,"",1970-11-01,,5550TH,9325,37018,Active,"",0.236647,51.553141,724376.15818739,5716304.98481956,0,0,0,0,0,0,0,0,0,0
a360ba77-5ae2-465f-9808-26fc197adde6,a360ba77-5ae2-465f-9808-26fc197adde6,410895,319175,163.5,Hamstall Ridware,River Blithe,1959-10-01,,4002,9081,28002,Active,"",-1.839949,52.770052,578263.010117651,5847322.07158054,0,0,1,0,0,0,0,0,0,0
b6cc814c-4b13-4645-89ee-25e8e3d79dc0,b6cc814c-4b13-4645-89ee-25e8e3d79dc0,229956,59471,39.1,Trebrownbridge,River Seaton,1972-08-01,,SX25F064,3133,48010,Active,"",-4.394536,50.410438,400912.940776645,5585196.04631158,0,0,0,0,0,0,0,0,1,0
4ced4530-229b-4bca-8723-003040a6d40a,4ced4530-229b-4bca-8723-003040a6d40a,140014,22986,13.7,Penberth,"",1993-12-16,,SW42F895,3339,49008,Active,"",-5.633119,50.050073,311499.715522084,5547519.63233447,0,0,0,0,0,0,0,0,1,0
84b5acac-c528-4115-9d61-382762a52e99,84b5acac-c528-4115-9d61-382762a52e99,418367,93387,,Somerford,River Mude,1971-10-01,,430160,,43013,Active,"",-1.741067,50.739803,588830.574756552,5621646.33456566,0,0,0,0,0,0,0,0,1,0
351f05c7-7a89-46c0-9d8a-dc56c5f7b42d,351f05c7-7a89-46c0-9d8a-dc56c5f7b42d,401106,445684,282,Kildwick,River Aire,1966-11-28,,F1503,8112,27035,Active,"",-1.984643,53.9073,566702.902278146,5973685.50880919,0,0,1,0,0,0,0,0,0,0
8c0977fe-d8fe-4d98-83ab-7916cbd2eb83,8c0977fe-d8fe-4d98-83ab-7916cbd2eb83,518534,229020,6.8,Hitchin,River Hiz,1980-08-09,,033065,,33065,Active,"",-0.276795,51.94705,687153.119796993,5758652.37162005,1,0,0,0,0,0,0,0,0,0
b8e0fbe8-8d4f-4bd7-bd4e-068972edf6ea,b8e0fbe8-8d4f-4bd7-bd4e-068972edf6ea,594432,341388,77.1,Warham,River Stiffkey,1980-01-17,,034018,,34018,Active,"",0.891642,52.934657,761508.708119476,5872093.0775924,1,0,0,0,0,0,0,0,0,0
9796dc02-6edf-4392-b727-0d861cbb1edd,9796dc02-6edf-4392-b727-0d861cbb1edd,364803,164723,130,Compton Dando,River Chew,1958-03-01,,531450,3044,53004,Active,"",-2.507113,51.380453,534301.9776847,5692249.35953994,0,0,0,0,0,1,0,0,0,1
34f4e53b-4616-4aaa-b8ad-170c22c808c4,34f4e53b-4616-4aaa-b8ad-170c22c808c4,320910,494720,,Ulpha,River Duddon,1973-01-11,,740101,5142,74008,Active,"",-3.218047,54.341859,485824.490481448,6021580.06202063,0,0,0,1,0,0,0,0,0,0
34f4e53b-4616-4aaa-b8ad-170c22c808c4_589359,34f4e53b-4616-4aaa-b8ad-170c22c808c4,320907,494697,,Ulpha  Duddo,"",1990-10-04,,589359,,,Active,"",-3.218087,54.341652,485821.818803657,6021557.03788086,0,0,0,1,0,0,0,0,0,0
00ea663a-3d89-4f10-a22d-17f07465cebc,00ea663a-3d89-4f10-a22d-17f07465cebc,290478,147006,,Allerford,River Aller,1993-01-21,,510305_FW,3092,,Active,"",-3.569336,51.211718,460232.149878774,5673523.16942643,0,0,0,0,0,0,0,0,1,0
d21c59dc-848c-4c13-97eb-edbb1e71b767,d21c59dc-848c-4c13-97eb-edbb1e71b767,345515,353965,38.1,Carden Park,Carden Brook,1999-09-10,,067045,,,Active,"",-2.814806,53.080104,512405.41741458,5881197.52605282,0,1,0,0,0,0,0,0,0,0
e574cb25-00e0-4d39-a8b4-da06d1f173ce,e574cb25-00e0-4d39-a8b4-da06d1f173ce,204456,67451,38.5,Bodmin Dunmere,River Camel,2015-04-23,,SX06F057,9149,49007,Active,"",-4.757174,50.474183,375315.125645219,5592829.66836425,0,0,0,0,0,0,0,0,1,0
8ff9f61b-d835-498e-895c-0e54293930b2,8ff9f61b-d835-498e-895c-0e54293930b2,444100,146290,,Hurstbourne Priors,Bourne Rivulet,1993-03-08,,151802002,,,Active,"",-1.370003,51.214112,613845.725238229,5674897.84299509,0,0,0,0,0,0,0,1,0,0
cdbecc7a-6bfa-41c2-8c38-222c43367fe2,cdbecc7a-6bfa-41c2-8c38-222c43367fe2,475420,259740,,South Bridge Ultra,River Nene,1998-10-13,,U32001,,,Active,"",-0.897134,52.230695,643611.604131213,5788780.93210049,1,0,0,0,0,0,0,0,0,0
60ce0c60-fc75-4465-8170-938241cd4424,60ce0c60-fc75-4465-8170-938241cd4424,455845,368005,63,Church Warsop,River Meden,1965-08-01,,4032,2186,28032,Active,"",-1.165341,53.206178,622531.409598205,5896777.74638874,0,0,1,0,0,0,0,0,0,0
3281b3cf-9010-4f38-8fec-8f8ba1343ea3,3281b3cf-9010-4f38-8fec-8f8ba1343ea3,518410,221210,39.1,Whitwell,River Mimram,1970-06-01,,4730TH,7334,38017,Active,"",-0.28128,51.876889,687136.514082692,5750839.5454324,0,0,0,0,0,0,0,0,0,0
280e15ee-d656-40f0-be7a-a144770a6744,280e15ee-d656-40f0-be7a-a144770a6744,422476,421023,46.3,Northorpe,"",1982-06-22,,F1385,8149,27074,Active,"",-1.661155,53.685171,588419.127093567,5949327.03564922,0,0,1,0,0,0,0,0,0,0
35d60d64-c511-444d-90bc-c5659d860583,35d60d64-c511-444d-90bc-c5659d860583,519004,237883,108,Arlesey,River Hiz,1973-04-12,,033033,6076,33033,Active,"",-0.266888,52.026597,687501.185186241,5767522.91165486,1,0,0,0,0,0,0,0,0,0
d52d0eab-1e64-4d76-a1f2-e81c7948d2c0,d52d0eab-1e64-4d76-a1f2-e81c7948d2c0,378025,304675,65.3,Cosford,River Worfe,1975-01-30,,2046,,54046,Active,"",-2.326164,52.639361,545597.009283644,5832366.75650372,0,0,0,0,0,1,0,0,0,1
d52d0eab-1e64-4d76-a1f2-e81c7948d2c0_435510,d52d0eab-1e64-4d76-a1f2-e81c7948d2c0,378020,304670,,Cosford,"",1982-11-05,,435510,,,Active,"",-2.326238,52.639315,545592.049752694,5832361.5929816,0,0,0,0,0,1,0,0,0,1
585e49e0-7070-4d85-9c52-ccd18a5a1e65,585e49e0-7070-4d85-9c52-ccd18a5a1e65,381522,160445,,Bradford On Avon,"",1998-01-01,,530176,3016,,Active,"",-2.266665,51.342781,551077.433712861,5688199.81420874,0,0,0,0,0,1,0,0,0,1
585e49e0-7070-4d85-9c52-ccd18a5a1e65_413902,585e49e0-7070-4d85-9c52-ccd18a5a1e65,381570,160310,,Bradford On Avon,"",1991-10-01,,413902,,,Active,"",-2.265968,51.341569,551127.328286465,5688065.51518508,0,0,0,0,0,1,0,0,0,1
575d64ff-3205-4213-abe9-ed455d9bc49f,575d64ff-3205-4213-abe9-ed455d9bc49f,242627,72524,916.9,Gunnislake,River Tamar,1956-06-25,,SX47F051,3201,47001,Active,"",-4.221847,50.531269,413403.791584728,5598415.17903486,0,0,0,0,0,0,0,0,1,0
f48b6a3b-96f0-40cf-9f97-22d0ba05652b,f48b6a3b-96f0-40cf-9f97-22d0ba05652b,385436,157893,,Trowbridge,River Biss,1984-01-01,,531050,3047,53029,Active,"",-2.210367,51.319949,555025.910399289,5685701.41538883,0,0,0,0,0,1,0,0,0,1
fd43ce67-61f8-481b-8547-0d899aa63c0b,fd43ce67-61f8-481b-8547-0d899aa63c0b,567855,124005,27.5,Burwash,River Dudwell,1969-05-05,,556521001,,40017,Active,"",0.390375,50.990967,737918.684585821,5654293.05108242,0,0,0,0,0,0,0,1,0,0
c7e13884-4a02-4df3-b184-09aea28cf8e8,c7e13884-4a02-4df3-b184-09aea28cf8e8,498670,326110,31.6,Burton Coggles,West Glen River,1969-02-13,,031011,6026,31011,Active,"",-0.537135,52.82349,665943.307077648,5855478.04254182,1,0,0,0,0,0,0,0,0,0
c7e13884-4a02-4df3-b184-09aea28cf8e8_3_020,c7e13884-4a02-4df3-b184-09aea28cf8e8,498965,325135,,Burton Coggles,"",1974-07-30,,3_020,,,Active,"",-0.533054,52.814674,666251.885532297,5854507.0396134,1,0,0,0,0,0,0,0,0,0
3d92eb2a-bb11-4519-980b-4ca2700e980b,3d92eb2a-bb11-4519-980b-4ca2700e980b,568006,325260,47.7,Castle Rising,Babingley River,1976-07-13,,033054,6248,33054,Active,"",0.490559,52.798728,735301.515359431,5855593.15170189,1,0,0,0,0,0,0,0,0,0
404429da-b05c-4c95-98ee-4941b2133cb6,404429da-b05c-4c95-98ee-4941b2133cb6,336052,118779,90.1,Ashford Mill,River Isle,1962-10-01,,520110,3077,52004,Active,"",-2.911994,50.964864,506180.008081799,5645921.33082259,0,0,0,0,0,0,0,0,1,0
5e6d925f-3102-444c-a748-1dbec611e1dc,5e6d925f-3102-444c-a748-1dbec611e1dc,426042,240517,185,Shipston,River Stour,1972-04-24,,2092,2045,54106,Active,"",-1.621546,52.062415,594497.735989206,5768876.8247704,0,0,0,0,0,1,0,0,0,1
a49bd26a-9ea4-47ec-b7ab-3a5ceb369e70,a49bd26a-9ea4-47ec-b7ab-3a5ceb369e70,386097,363263,145,Congleton Park,River Dane,1979-11-01,,681006,5036,68018,Active,"",-2.209408,53.16629,552852.376439177,5891061.03733343,0,0,0,1,0,0,0,0,0,0
e8f318af-7c16-40c2-a2a2-c723e1c21eee,e8f318af-7c16-40c2-a2a2-c723e1c21eee,336969,494044,,Eel House Bridge,Cunsey Beck,1976-01-01,,735226,5209,73006,Active,"",-2.970931,54.338025,501889.989507081,6021131.93842343,0,0,0,1,0,0,0,0,0,0
