"village","examinations","positives","negatives","prevalence","x","y","longitude","latitude","water.distance.km","elevation.km","features.index","features.distance.km"
"bokuma",30,6,24,0.2,2081534.21527582,-12665.9399872423,18.69874,-0.11378,6.7633093815361,0.316191192626953,7268,2.91422073608886
"ikenge",30,9,21,0.3,2091007.50394232,-13788.0428687691,18.78384,-0.12386,6.97023630091573,0.31950146484375,7269,4.12634992398873
"lokongo",30,6,24,0.2,2096357.51866985,-21162.9872268011,18.8319,-0.19011,8.6419938431257,0.330009399414062,7403,4.49131233035168
"looanga",30,12,18,0.4,2102382.12951158,-27956.8664387254,18.88602,-0.25114,1.41041025009066,0.319001953125,7537,1.87090015558413
"mpeka",30,13,17,0.433333333333333,2097722.29562697,-28736.1105705105,18.84416,-0.25814,5.38145102814219,0.337327972412109,7537,4.48356952733947
"bombanzato",30,6,24,0.2,2111297.70752921,-35194.9488163226,18.96611,-0.31616,0.270203717453926,0.326517303466797,7668,4.67324973520882
"bokuku",30,18,12,0.6,2108252.00626111,-45976.4610565749,18.93875,-0.41301,3.00778638692908,0.345952087402344,7798,5.4103683285128
"loselinga",26,6,20,0.230769230769231,2116462.93190202,-39232.5755389733,19.01251,-0.35243,4.99811759166899,0.326228240966797,7668,4.42269503636431
"lokondola",30,10,20,0.333333333333333,2132579.76777907,-50983.7565256376,19.15729,-0.45799,0.871490493490672,0.330485504150391,7800,1.28352275282674
"station boteka",30,13,17,0.433333333333333,2125632.31835866,-44171.9270444745,19.09488,-0.3968,7.19785851553918,0.323623748779297,7669,5.63285567488215
"bepumba centre",19,6,13,0.315789473684211,2132802.40676066,-47680.8084017409,19.15929,-0.42832,2.30067429429183,0.324007110595703,7800,2.24245463336762
"ifoma plantation",30,7,23,0.233333333333333,2124968.85419354,-47051.8359347424,19.08892,-0.42267,9.11160380532229,0.329155303955078,7799,3.99117381549041
"bolima",30,12,18,0.4,2090181.51332064,-32777.0551364998,18.77642,-0.29444,1.17798920812154,0.343363952636719,7536,3.52703280565411
"mbeke",30,19,11,0.633333333333333,2084802.55552551,-33093.206705328,18.7281,-0.29728,1.08459071727268,0.340881530761719,7535,4.2725918826389
"nkutshu",30,11,19,0.366666666666667,2089736.23535746,-30058.6001706229,18.77242,-0.27002,3.5387138579179,0.348850311279297,7536,2.35484888714504
"bompanga",30,16,14,0.533333333333333,2101530.53540701,-44539.2902472804,18.87837,-0.4001,3.86216787814119,0.349733795166016,7667,4.76798536342064
"bowele",30,13,17,0.433333333333333,2095672.90380147,-52192.7257420606,18.82575,-0.46885,6.83077940580861,0.341722045898438,7796,4.31758323110138
"ntomba",30,13,17,0.433333333333333,2111002.71087861,-48397.7262573607,18.96346,-0.43476,0.645361408066628,0.336975952148438,7798,1.76874795812718
"engondjo",30,15,15,0.5,2118727.17034476,-54426.9859739159,19.03285,-0.48892,7.07234259785119,0.339810272216797,7799,5.71016327163637
"bontole centre",30,18,12,0.6,2117895.61374853,-74122.6381452707,19.02538,-0.66584,5.12572891038963,0.337840759277344,8060,6.01221292427239
"bongili",30,20,10,0.666666666666667,2117277.79057463,-65670.7542961434,19.01983,-0.58992,1.66498422727363,0.351795074462891,8060,6.33301617124697
"boende etoo",30,12,18,0.4,2110060.9479865,-66250.7598579909,18.955,-0.59513,2.2062166185674,0.349917846679688,8059,4.08431248884371
"boimbo",30,10,20,0.333333333333333,2108348.8542181,-73820.9420362256,18.93962,-0.66313,5.18109373586347,0.355499420166016,8059,5.48143068698848
"losenge",30,17,13,0.566666666666667,2109690.25408216,-85143.0147938032,18.95167,-0.76483,0.469042735465533,0.372774597167969,8326,5.23548296803198
"bongongo",30,7,23,0.233333333333333,2089788.55551814,-77711.8328102754,18.77289,-0.69808,1.56630363156322,0.360866149902344,8189,3.09992381658555
"boulama",30,10,20,0.333333333333333,2094761.19717187,-62955.533866784,18.81756,-0.56553,1.94607682042645,0.342019165039062,7926,4.14056190690603
"batshiama lifumba",30,12,18,0.4,2071181.50263204,-58732.9933810809,18.60574,-0.5276,3.04761182957105,0.343978851318359,7924,1.39518118261951
"mpana",30,13,17,0.433333333333333,2065640.01838035,-52030.1938608024,18.55596,-0.46739,0.0362414403054707,0.323001037597656,7793,4.20186020512044
"ifulu",30,20,10,0.666666666666667,2165013.8146166,-67008.8869565847,19.44865,-0.60194,0.446222626463628,0.330427795410156,8064,4.05335128747756
"bobua",30,12,18,0.4,2159098.29687585,-66956.5639106779,19.39551,-0.60147,0.61370912935588,0.340722961425781,8064,4.1199812421347
"eleke",30,0,30,0,2158845.60163174,-67426.3582293596,19.39324,-0.60569,0.61371003084477,0.341299407958984,8064,4.01124076589818
"lotumbe",30,11,19,0.366666666666667,2162529.16358209,-58564.8938435093,19.42633,-0.52609,0.941970478822877,0.326887847900391,7933,1.31779611991058
"mbala",30,14,16,0.466666666666667,2157242.60096432,-52258.4064434098,19.37884,-0.46944,3.15628605410354,0.329742706298828,7803,5.42246192964103
"bompondo",30,8,22,0.266666666666667,2150046.90907944,-46189.0868336553,19.3142,-0.41492,4.29622244722048,0.3279150390625,7802,4.14491764403011
"boosq",30,18,12,0.6,2145801.18370059,-44824.2751366169,19.27606,-0.40266,5.92357393245163,0.327903259277344,7801,6.2172015226752
"ifomi boenga",30,12,18,0.4,2140247.45430491,-46525.280575552,19.22617,-0.41794,3.96930148395671,0.327892272949219,7801,3.75359880484758
"belondo",30,14,16,0.466666666666667,2168877.71414203,-48286.4035690999,19.48336,-0.43376,7.64350634060588,0.329576019287109,7804,3.54056818064853
"mbalankole",30,12,18,0.4,2169715.94990771,-32392.9978812219,19.49089,-0.29099,1.11481045761282,0.331486175537109,7544,3.50494894546969
"bokendela",30,7,23,0.233333333333333,2181236.4040099,-38143.8508890727,19.59438,-0.34265,1.40960271414402,0.349954437255859,7675,1.85977327303268
"bokala",30,10,20,0.333333333333333,2191796.17090655,-44578.2530198585,19.68924,-0.40045,2.68473603390577,0.346992980957031,7676,4.78377112285956
"nkuse",30,10,20,0.333333333333333,2199124.33298547,-38652.5901813331,19.75507,-0.34722,5.67758639338942,0.344180847167969,7677,3.16890092902112
"lokondola",30,15,15,0.5,2209366.83933336,-41823.032402217,19.84708,-0.3757,0.37949414478236,0.338304656982422,7678,3.38043285418651
"eungu",30,12,18,0.4,2219601.5533169,-52941.9313605533,19.93902,-0.47558,1.45327943553768,0.350411224365234,7809,3.99788252216316
"lingondju",30,7,23,0.233333333333333,2203515.88689727,-67957.3821059545,19.79452,-0.61046,0.0371950589631322,0.353720550537109,8068,2.33994250946195
"bokuku",30,12,18,0.4,2187665.54988118,-39008.8191536111,19.652134,-0.35042,0.000606668556820198,0.349925476074219,7676,4.48246201030489
"imbonga",30,20,10,0.666666666666667,2203195.28676378,-91602.3919009966,19.79164,-0.82285,8.79554233475666,0.333431213378906,8335,2.118723855979
"bosuka",30,11,19,0.366666666666667,2202684.33030104,-65806.5712886283,19.78705,-0.59114,0.174669574860442,0.349795593261719,8068,4.0420346193227
"boyera",30,10,20,0.333333333333333,2168907.77040455,-74559.0401907149,19.48363,-0.66976,1.2801232978731,0.330902618408203,8065,5.71553243205025
"boende",30,12,18,0.4,2163757.01756554,-7663.792187795,19.43736,-0.068845,6.50748133143274,0.334066192626953,7276,2.71975691459465
"bompoma",30,5,25,0.166666666666667,2160109.07785225,-81774.1985794195,19.40459,-0.73457,2.83468748168719,0.341134857177734,8196,2.78566476314121
"bamaya",30,0,30,0,2039689.21868662,1039.72404861298,18.32284,0.00934,2.82341924783559,0.309311920166016,7131,2.53217877551652
"lolifa",30,1,29,0.0333333333333333,2042230.64266143,1790.01743545241,18.34567,0.01608,1.82406995066719,0.312419891357422,7131,1.60013738090201
"nsanga",30,1,29,0.0333333333333333,2040761.22538296,-6139.27086525652,18.33247,-0.05515,0.897113779733162,0.320576232910156,7264,3.89264029548273
"djombo",30,3,27,0.1,2040747.86704407,5083.62772430392,18.33235,0.045667,5.40419893438326,0.313031982421875,7131,5.06394789458785
"meteo",29,2,27,0.0689655172413793,2049761.4062136,-1251.56504302116,18.41332,-0.011243,3.44908567747591,0.318809326171875,7132,2.73161676910588
"eala",30,2,28,0.0666666666666667,2038770.83288758,7373.80471276177,18.31459,0.06624,8.30023984880423,0.309752166748047,6998,4.34782528639542
"bokala",30,6,24,0.2,2038710.72036255,-2688.4771017608,18.31405,-0.024151,1.54555490603879,0.312285797119141,7131,4.43399124481482
"bokoloko",30,4,26,0.133333333333333,2035046.08272564,-1929.16680486326,18.28113,-0.01733,5.22768772376389,0.320474334716797,7130,3.65188879293551
"booke",30,11,19,0.366666666666667,2134523.40608832,-85574.9730985054,19.17475,-0.76871,7.50134948531434,0.330753784179687,8328,4.8844875845507
"lokokoloko",30,10,20,0.333333333333333,2141910.56749736,-101081.215466189,19.24111,-0.90799,2.83332514045937,0.342082794189453,8465,1.28928116648672
"bolombi",30,4,26,0.133333333333333,2128539.98345818,-135477.100879039,19.121,-1.21692,2.85556774111624,0.326,9024,5.58772365073733
"ikoyo",30,9,21,0.3,2062682.25950998,-121187.462419448,18.52939,-1.08858,0.0980685556026909,0.328154846191406,8733,1.51116542468369
"ngila",30,11,19,0.366666666666667,2062619.92059513,-124579.996890919,18.52883,-1.11905,2.67509041608936,0.327381866455078,8733,4.80799199138632
"mbombe",30,8,22,0.266666666666667,2118635.88836231,-126790.117831847,19.03203,-1.1389,8.04606460536726,0.338097045898437,8880,4.57363410297126
"besaw wese",30,2,28,0.0666666666666667,2066258.95474916,-136734.184096927,18.56152,-1.22821,3.08556027368449,0.321176055908203,9017,5.18686672801697
"boleliko",30,4,26,0.133333333333333,2113039.85756013,-106099.046785596,18.98176,-0.95306,0.686201314821359,0.364759307861328,8599,3.82676959342009
"bongili",30,2,28,0.0666666666666667,2119609.93390675,-93300.1924839665,19.04078,-0.8381,4.13347589258673,0.356341247558594,8327,4.28010423738792
"iyembe makanza",30,3,27,0.1,2030576.60517029,-214190.004471478,18.24098,-1.92374,11.4632427927869,0.296598510742188,10008,4.63677690981362
"mokomu",30,2,28,0.0666666666666667,2137231.80929932,-135984.832702868,19.19908,-1.22148,6.76154593519791,0.332860015869141,9025,6.16876639400626
"bokenge",30,7,23,0.233333333333333,2126709.89102954,-64046.5189464328,19.10456,-0.57533,1.10636993180046,0.337057830810547,7929,6.28267536403285
"bengolo",30,5,25,0.166666666666667,2128233.8548585,-135611.827880073,19.11825,-1.21813,2.96514709366933,0.326,9024,5.68635315970918
"loanga",30,14,16,0.466666666666667,2162849.76371558,140465.381072039,19.42921,1.26172,5.2988294343501,0.332320251464844,5242,0.817821337081367
"bokakata",30,11,19,0.366666666666667,2174641.83737531,141771.47832337,19.53514,1.27345,2.99405081089752,0.336716064453125,5243,3.00928917101994
"lifumba",30,6,24,0.2,2180869.04969029,124462.421105034,19.59108,1.117994,4.36098800631546,0.345722229003906,5523,4.43295526151921
"basankusu",30,18,12,0.6,2202384.88087081,137186.245433815,19.78436,1.23227,5.96623788893471,0.342765960693359,5246,3.02669933170424
"nsongo ilinga",30,8,22,0.266666666666667,2212909.02553041,123300.694442066,19.8789,1.10756,3.74378014299801,0.364708251953125,5526,3.21299489526161
"nsongo bolanda",30,13,17,0.433333333333333,2210200.62231941,130947.636165934,19.85457,1.17624,2.64973521847675,0.354802154541016,5387,2.0209886765423
"lisafa",30,5,25,0.166666666666667,2189824.7027246,125006.432151623,19.67153,1.12288,3.3786203489061,0.354722045898437,5524,5.31052052778331
"ndeke",30,5,25,0.166666666666667,2228957.95651807,119432.755115235,20.02307,1.07282,0.5634328566004,0.340433807373047,5528,3.21150930873745
"bongilima",30,4,26,0.133333333333333,2194878.60760662,119938.234586183,19.71693,1.07736,1.52751706243002,0.355546264648438,5524,2.81341382303177
"lilangi bolanda",30,5,25,0.166666666666667,2199512.83800834,120787.753545133,19.75856,1.08499,1.97585158551282,0.361107177734375,5525,2.63141477200791
"bolima toenga",30,4,26,0.133333333333333,2216914.30080915,98950.2984387413,19.91488,0.88885,2.82986454907143,0.377839965820312,5802,4.99529847364975
"bokeka",30,3,27,0.1,2225000.54862037,77800.8950208191,19.98752,0.69888,2.66309029230269,0.377654235839844,6075,3.7800612472389
"bokolongo",30,3,27,0.1,2218019.70335273,63738.1484853333,19.92481,0.57256,4.18269799682236,0.368372192382812,6344,5.38523085865963
"balangala",30,5,25,0.166666666666667,2202973.76097711,48180.6470288757,19.78965,0.43281,5.19775513506443,0.339363677978516,6476,2.20695488842803
"efoku",30,5,25,0.166666666666667,2207426.54060884,51839.8312209116,19.82965,0.46568,2.1511807332953,0.358842895507813,6477,4.93215420081798
"boyela",30,6,24,0.2,2239841.66313293,107829.194949179,20.12084,0.9686,2.12319885370677,0.348002624511719,5667,3.25654738544284
"waka",30,7,23,0.233333333333333,2247872.25119876,112024.336429276,20.19298,1.00628,2.37461865750542,0.345413940429687,5668,4.58468381038711
"lofoma",30,8,22,0.266666666666667,2271575.51037337,92985.1247322862,20.40591,0.83527,0.0565747662218894,0.361974426269531,5945,2.83263611998669
"bokele",30,8,22,0.266666666666667,2262186.82451986,98090.8094433697,20.32157,0.88113,6.43561728303996,0.36332763671875,5807,2.10930374204978
"mbiliona",30,9,21,0.3,2233475.30145446,113292.463226677,20.06365,1.01767,3.23481617124494,0.363995666503906,5666,3.39634101273044
"lolungu",30,7,23,0.233333333333333,2233199.2291173,107151.162973789,20.06117,0.96251,3.59199772622217,0.368970153808594,5666,3.24619495508402
"boso suke",30,9,21,0.3,2224029.84266065,159009.644797575,19.9788,1.42826,4.6089291107236,0.353348388671875,4965,2.28548998972044
"boso nzambe",30,6,24,0.2,2247736.44141999,156863.860505937,20.19176,1.40899,0.648804999868366,0.357716369628906,4968,5.4729553803357
"djombo",30,10,20,0.333333333333333,2270619.27594745,153317.286451957,20.39732,1.37714,2.72070393224708,0.367099578857422,5112,3.44382696885477
"boso lengo ii",30,10,20,0.333333333333333,2288431.50766929,165450.447315442,20.55733,1.4861,4.07308986474816,0.365069122314453,4830,5.98522218121363
"boso mowano",19,10,9,0.526315789473684,2298328.92359572,158309.228550288,20.64624,1.42197,3.7054156559536,0.354719116210937,4973,4.19688106776582
"boso alama",24,5,19,0.208333333333333,2259048.7280744,138904.30750925,20.29338,1.2477,4.56683180238584,0.3799873046875,5252,3.29287453089912
"boso tele",23,2,21,0.0869565217391304,2253557.33759357,140181.447668155,20.24405,1.25917,6.43380436826095,0.364067749023438,5251,1.48027894532818
"boso isongo",13,3,10,0.230769230769231,2237723.25322313,133724.541904141,20.10181,1.20118,1.25560932144004,0.364115661621094,5390,5.6033987465637
"bongemoa",14,8,6,0.571428571428571,2235386.65711138,143765.709908282,20.08082,1.29136,4.13802890227332,0.353785827636719,5249,4.86690051205345
"bosele",30,5,25,0.166666666666667,2101000.65463084,-165011.701338686,18.87361,-1.48216,3.9386885474667,0.304064331054687,9451,4.9104870136572
"kiri",30,4,26,0.133333333333333,2106694.64658491,-166320.146605224,18.92476,-1.49391,3.38968694398465,0.306893798828125,9451,5.7835800307928
"lonzombo",30,9,21,0.3,2110758.92119377,-163007.287993023,18.96127,-1.46416,0.989391488109234,0.323891906738281,9309,3.46508791663291
"ngelibanda",30,11,19,0.366666666666667,2106592.23265338,-167020.585283996,18.92384,-1.5002,4.03908614940383,0.304537750244141,9451,5.30343480817563
"bapoma",30,4,26,0.133333333333333,2167292.52459314,-194788.174372734,19.46912,-1.74954,2.51497099090858,0.3273818359375,9740,6.90992953312023
"ibamba bolongo",30,6,24,0.2,2016408.97357703,-164714.379001367,18.11371,-1.47949,6.41239930726221,0.317043304443359,9299,6.5489654932758
"bokoli bolongo",30,13,17,0.433333333333333,2161428.21381815,-248456.671803369,19.41644,-2.23136,0.836523777016232,0.322768920898438,10594,1.49432589473786
"mbet'enkoy centre.",30,7,23,0.233333333333333,2149947.83473264,-186742.856635371,19.31331,-1.6773,0.81966425337004,0.323913909912109,9738,3.72784693574807
"bosawu",30,4,26,0.133333333333333,2119937.21320968,-189136.151128539,19.04372,-1.69879,10.1791964688415,0.308078704833984,9735,2.24134807477958
"duelo",30,6,24,0.2,2115226.17235931,-177075.280092372,19.0014,-1.59049,8.25655313980532,0.313961975097656,9593,4.16598427813463
"nzobe",30,8,22,0.266666666666667,2133108.53536034,-199537.105629735,19.16204,-1.79218,6.52723614615377,0.316464050292969,9877,1.0650501518059
"ireko",30,13,17,0.433333333333333,2207722.65045435,-175120.878345115,19.83231,-1.57294,6.64306011513612,0.350488952636719,9603,6.39385943715023
"nkomo",30,10,20,0.333333333333333,2110763.37397341,-163006.174434544,18.96131,-1.46415,0.984945678968571,0.323891906738281,9309,3.46236608862509
"lokololi",30,13,17,0.433333333333333,2162246.41207548,-181622.252039941,19.42379,-1.63132,7.19336482975759,0.337850189208984,9598,1.8273682152037
"bokala",30,8,22,0.266666666666667,2164881.34442256,-224971.005053388,19.44746,-2.02053,7.06404830793718,0.3274755859375,10306,5.58652051970923
"bakatanga",30,8,22,0.266666666666667,2166841.68065543,-232216.989646109,19.46507,-2.08558,1.17653710663919,0.321630889892578,10306,5.34129362040553
"ntikolemba",30,6,24,0.2,2161973.67932304,-222350.046776027,19.42134,-1.997,7.52745950332649,0.327141662597656,10163,2.54940670087884
"epepe bobulamo",30,12,18,0.4,2174831.08050966,-228130.017597626,19.53684,-2.04889,2.12137911517547,0.329473999023437,10307,3.22213792844154
"epepe bokungola",30,13,17,0.433333333333333,2174874.49511107,-229952.378858771,19.53723,-2.06525,2.22101241609831,0.325408355712891,10307,2.80135144924112
"beronge",30,9,21,0.3,2176859.32163191,-228934.260300365,19.55506,-2.05611,0.102517781807443,0.324507263183594,10307,4.86040010642505
"bobende",30,16,14,0.533333333333333,2192242.56206463,-210125.70875641,19.69325,-1.88725,2.87291289628646,0.326025695800781,10024,0.362866357081534
"nkoto",30,10,20,0.333333333333333,2191817.3216098,-217770.978278283,19.68943,-1.95589,8.82489511829785,0.345777801513672,10166,2.0483077224909
"ilangosongo",30,12,18,0.4,2169326.33168993,-240862.437938372,19.48739,-2.16319,1.16655120303697,0.3147255859375,10451,2.94786741333423
"bombomba",30,5,25,0.166666666666667,2172154.95995099,-233456.80123921,19.5128,-2.09671,3.18319503917007,0.324097259521484,10307,3.65488933880888
"ngelebeke",30,12,18,0.4,2175992.14279863,-213931.59778847,19.54727,-1.92142,1.21186496273699,0.331794219970703,10022,5.68987574333559
"tuelia",30,12,18,0.4,2186696.62503331,-226336.636242843,19.64343,-2.03279,9.34201637637428,0.332383483886719,10308,5.77524816440618
"bongondjo 1",35,8,27,0.228571428571429,2030162.49666454,4544.06199858919,18.23726,0.04082,12.6504414883102,0.309473327636719,7130,4.74979600248578
"bongondjo 2",35,9,26,0.257142857142857,2029973.25353019,4597.4953678909,18.23556,0.0413,12.843151034021,0.309473327636719,7130,4.87733801730087
"ikelenge 1",33,8,25,0.242424242424242,2031296.84227572,4018.63388352234,18.24745,0.0361,11.4016145666394,0.317080322265625,7130,3.90022701789912
"ikelenge 2",35,4,31,0.114285714285714,2028511.62861607,3821.59834759573,18.22243,0.03433,13.6442964133663,0.308854705810547,7130,5.08416412918002
"djobila",35,7,28,0.2,2031587.38614669,2925.47632062355,18.25006,0.02628,10.6026860147199,0.314738098144531,7130,2.77182761874067
"ipombo",34,10,24,0.294117647058824,2028105.31247468,2732.8935825981,18.21878,0.02455,13.4494601498203,0.309073852539062,7130,4.71220523852445
"mpika",32,7,25,0.21875,2036855.02445103,-14622.9411210637,18.29738,-0.13136,5.22730069247844,0.325173034667969,7263,6.78693488961111
"ileke  ii",30,7,23,0.233333333333333,2027906.05058616,-610.030810477581,18.21699,-0.00548,10.2364462673858,0.313434783935547,7130,4.2484974480274
"efete",30,3,27,0.1,2032698.35466481,-4173.36800763752,18.26004,-0.03749,5.58003258006079,0.324648712158203,7130,4.41455428020539
"kuluboku",30,17,13,0.566666666666667,2027893.80544217,-139.149363503579,18.21688,-0.00125,10.6943676932869,0.315359558105469,7130,4.19684225938463
"ileke i",19,1,18,0.0526315789473684,2038850.98292095,-12911.9565564666,18.31531,-0.11599,4.11581311150897,0.323989990234375,7264,4.48055070370918
"bonsole lofosola",28,3,25,0.107142857142857,2035893.22405057,-14555.0360540431,18.28874,-0.13075,5.01308579110716,0.321162231445312,7263,6.09481647014499
"bonsole rive 1",20,1,19,0.05,2041640.64936023,-11276.6702922978,18.34037,-0.1013,1.89070945546859,0.317488891601563,7264,1.53720399175366
"boleko",30,1,29,0.0333333333333333,2027419.58441139,-14996.9756185085,18.21262,-0.13472,2.96221512544125,0.326140747070312,7397,6.6924007704927
"bonsole rive 2",28,2,26,0.0714285714285714,2041032.8449405,-11360.1600418509,18.33491,-0.10205,2.45610146546899,0.321212219238281,7264,1.87513055192337
"nkoto",30,8,22,0.266666666666667,2027920.52211996,-158.073676943692,18.21712,-0.00142,10.6692874683816,0.315359558105469,7130,4.17178135925415
"wendza",30,7,23,0.233333333333333,2027323.84964931,-199.261888553407,18.21176,-0.00179,10.7961699474503,0.308310150146484,7130,4.76980376108717
"maita centre",30,12,18,0.4,2027664.48729114,-261.600803438749,18.21482,-0.00235,10.6373214203673,0.315359558105469,7130,4.43644949902032
"ebonda",30,12,18,0.4,2027947.23879775,-563.276624145803,18.21736,-0.00506,10.2707620742227,0.313434783935547,7130,4.1993481510808
"wenji secli centre",30,14,16,0.466666666666667,2022567.16780771,-736.267113741933,18.16903,-0.006614,11.7642645138988,0.309184234619141,7129,1.05432269226922
"lokekia",30,17,13,0.566666666666667,2023511.15708964,-6039.08327788302,18.17751,-0.05425,6.60601938983292,0.314747650146484,7262,4.02759370534676
"ilema i,ii,iii",30,13,17,0.433333333333333,2027132.38012514,-12862.9758805311,18.21004,-0.11555,1.10475259729262,0.328576141357422,7263,5.81512872375283
"ikengo centre",30,3,27,0.1,2018458.36540253,-13943.8905241665,18.13212,-0.12526,2.57204980521751,0.307261932373047,7262,5.49951601275727
"ekundembele centre",30,17,13,0.566666666666667,2027794.73109536,-448.617548266324,18.21599,-0.00403,10.4217690335428,0.313434783935547,7130,4.3308440133665
"mpombo",30,13,17,0.433333333333333,2038760.81413341,-534.33355643278,18.3145,-0.0048,2.6922192142468,0.312775512695313,7131,3.396066306949
"iyonda mission",30,17,13,0.566666666666667,2025927.90323476,-4885.8129287447,18.19922,-0.04389,6.77629245461274,0.324171173095703,7262,6.24536062794222
"boteko",30,10,20,0.333333333333333,2024594.29573506,-4461.68555487403,18.18724,-0.04008,7.59726642344523,0.317052734375,7129,5.29545345974069
"bongonde",30,3,27,0.1,2028511.62861607,-16388.4734679132,18.22243,-0.14722,4.73105438558292,0.327117370605469,7397,4.93660938485695
"bosenga",30,16,14,0.533333333333333,2027297.13297152,-14874.523842896,18.21152,-0.13362,2.79045857199428,0.326140747070312,7397,6.8655528009134
"bolongo",30,16,14,0.533333333333333,2028025.16244131,-15789.572701785,18.21806,-0.14184,3.95965060034346,0.32414306640625,7397,5.70298713241115
"bolenge centre",30,14,16,0.466666666666667,2027913.84295051,-143.602143135883,18.21706,-0.00129,10.6849772585013,0.315359558105469,7130,4.17723052543974
"bolenge cite",30,15,15,0.5,2025807.6781847,-2853.11864418387,18.19814,-0.02563,8.78759638244161,0.318743041992188,7129,4.81888985667636
"bokolomwaki",23,8,15,0.347826086956522,2046858.19389371,71771.4167179075,18.38724,0.64472,3.46635819325785,0.313647796630859,6192,5.03352931092113
"matuna",32,7,25,0.21875,2045468.92664861,72028.5810807482,18.37476,0.64703,4.82756031430435,0.315613891601563,6192,3.8545990720798
"boso asuka",38,18,20,0.473684210526316,2046436.29302361,70925.3356526339,18.38345,0.63712,4.02883428723112,0.315079986572266,6192,4.41953422827333
"bobanga",29,7,22,0.241379310344828,2044350.16576614,70359.7979531865,18.36471,0.63204,6.18787368474,0.324789031982422,6192,2.27882661846699
"lolanga",25,9,16,0.36,2046436.29302361,70928.6754438497,18.38345,0.63715,4.02815088434178,0.315079986572266,6192,4.42008565449755
"bokoko",25,10,15,0.4,2043193.5562568,69022.7710562233,18.35432,0.62003,7.02801903353215,0.315598297119141,6192,1.62043255833964
"lopoko",27,11,16,0.407407407407407,2087278.30100075,88354.8791904681,18.75034,0.79368,4.67251206083169,0.339848297119141,5927,5.140355149887
"bolongo",27,9,18,0.333333333333333,2058653.60713817,83149.1091961784,18.4932,0.74692,1.74601651421235,0.324327392578125,6059,4.5203998186485
"mampoko",30,12,18,0.4,2079049.56424131,96031.1603906388,18.67642,0.86263,1.43220788616399,0.325164733886719,5789,5.15001129783401
"bonginda",45,9,36,0.2,2078556.4188971,73839.8676175401,18.67199,0.6633,3.46083363838968,0.360703002929687,6196,5.06597395200316
"nkole",30,7,23,0.233333333333333,2046441.85899814,71317.2046215453,18.3835,0.64064,3.9531081217336,0.315079986572266,6192,4.50610937758935
"inkanza",27,9,18,0.333333333333333,2074630.18045682,102765.694421996,18.63672,0.92312,9.4359869704769,0.329322235107422,5788,3.62144407386758
"manyanga",28,13,15,0.464285714285714,2085761.01634124,101430.802716106,18.73671,0.91113,4.06325282846422,0.328745666503906,5789,3.88491321354647
"boso mbongo",21,14,7,0.666666666666667,2049113.52677718,73386.7671136464,18.4075,0.65923,1.55529772354002,0.322738922119141,6193,4.35384656235009
"ibeke",31,16,15,0.516129032258065,2049377.35397036,73246.4952883571,18.40987,0.65797,1.25672270347605,0.322738922119141,6193,4.07267720641689
"boso mbangete",25,17,8,0.68,2092252.05584939,92956.1785898123,18.79502,0.83501,0.360927227416673,0.350845672607422,5927,2.76445807749988
"boso indjoke",26,11,15,0.423076923076923,2046583.23475145,71253.7485486934,18.38477,0.64007,3.82494689840638,0.315079986572266,6192,4.62828595378368
"boso mbuki",31,18,13,0.580645161290323,2049358.42965693,73190.8318754463,18.4097,0.65747,1.24955552389098,0.327640991210937,6193,4.04386915637393
"limbila",22,8,14,0.363636363636364,2047024.05993499,71586.6146937382,18.38873,0.64306,3.33287972396291,0.313647796630859,6192,5.13831623674829
"botamba",31,17,14,0.548387096774194,2046554.29168385,71123.4966317688,18.38451,0.6389,3.87613574623238,0.315079986572266,6192,4.57195521422133
"momboyo monene",33,9,24,0.272727272727273,2290908.36633944,-88156.7115268665,20.57958,-0.7919,1.74269315493628,0.372957794189453,8344,2.01877442207586
"ikonge",35,26,9,0.742857142857143,2247044.03418726,-49576.6344374848,20.18554,-0.44535,2.05989118231265,0.355824798583984,7811,4.9720348931734
"djongo",31,9,22,0.290322580645161,2259087.68989618,-53029.8767928979,20.29373,-0.47637,2.53070037400544,0.364075653076172,7813,4.39900440511179
"bokoto",32,11,21,0.34375,2266609.54788908,-55631.507696283,20.3613,-0.49974,4.58794374578145,0.363577697753906,7943,6.15969767445194
"watshi",32,22,10,0.6875,2296078.04349188,-100898.628615671,20.62602,-0.90635,4.05756273513659,0.346871856689453,8480,4.1482737285471
"efele",38,24,14,0.631578947368421,2289093.85863951,-94751.9563847759,20.56328,-0.85114,2.74151833308584,0.356418670654297,8344,5.77881692357328
"boende moke",24,19,5,0.791666666666667,2313044.24708368,-48421.1040237664,20.77843,-0.43497,11.2291918791931,0.349850280761719,7818,1.68647834002766
"boona",32,19,13,0.59375,2300602.84683415,-31540.6138339686,20.666667,-0.283333,7.40177516553017,0.345051666259766,7557,2.27898081430912
"bongaembo",31,22,9,0.709677419354839,2324416.64626312,-30762.1473495696,20.88059,-0.27634,7.83719060835232,0.340961944580078,7559,2.5285839406919
"nsonge",33,20,13,0.606060606060606,2341039.98582328,-15796.2518917073,21.02992,-0.1419,16.7839240430534,0.36513037109375,7428,4.13855595392265
"yali",30,21,9,0.7,2348037.52901455,-22406.4331938137,21.09278,-0.20128,8.09156110862825,0.347682678222656,7429,4.80600646316293
