"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
217,41,"CMR","Cameroon",6,"Nord-Ouest",32,"Donga Mantung",217,"Nkambe","Arrondissement","Arrondissement",NA,NA
218,41,"CMR","Cameroon",6,"Nord-Ouest",32,"Donga Mantung",218,"Nwa","Arrondissement","Arrondissement",NA,NA
219,41,"CMR","Cameroon",6,"Nord-Ouest",33,"Menchum",219,"Fungom","Arrondissement","Arrondissement",NA,NA
220,41,"CMR","Cameroon",6,"Nord-Ouest",33,"Menchum",220,"Furu Awa","Arrondissement","Arrondissement",NA,NA
221,41,"CMR","Cameroon",6,"Nord-Ouest",33,"Menchum",221,"Menchum Valley","Arrondissement","Arrondissement",NA,NA
222,41,"CMR","Cameroon",6,"Nord-Ouest",33,"Menchum",222,"Wum","Arrondissement","Arrondissement",NA,NA
223,41,"CMR","Cameroon",6,"Nord-Ouest",34,"Mezam",223,"Bafut","Arrondissement","Arrondissement",NA,NA
224,41,"CMR","Cameroon",6,"Nord-Ouest",34,"Mezam",224,"Bali","Arrondissement","Arrondissement",NA,NA
225,41,"CMR","Cameroon",6,"Nord-Ouest",34,"Mezam",225,"Bamenda 1","Arrondissement","Arrondissement",NA,NA
226,41,"CMR","Cameroon",6,"Nord-Ouest",34,"Mezam",226,"Bamenda 2","Arrondissement","Arrondissement",NA,NA
227,41,"CMR","Cameroon",6,"Nord-Ouest",34,"Mezam",227,"Bamenda 3","Arrondissement","Arrondissement",NA,NA
228,41,"CMR","Cameroon",6,"Nord-Ouest",34,"Mezam",228,"Santa","Arrondissement","Arrondissement",NA,NA
229,41,"CMR","Cameroon",6,"Nord-Ouest",34,"Mezam",229,"Tubah","Arrondissement","Arrondissement",NA,NA
230,41,"CMR","Cameroon",6,"Nord-Ouest",35,"Momo",230,"Batibo","Arrondissement","Arrondissement",NA,NA
231,41,"CMR","Cameroon",6,"Nord-Ouest",35,"Momo",231,"Mbeggwi","Arrondissement","Arrondissement",NA,NA
232,41,"CMR","Cameroon",6,"Nord-Ouest",35,"Momo",232,"Ngie","Arrondissement","Arrondissement",NA,NA
233,41,"CMR","Cameroon",6,"Nord-Ouest",35,"Momo",233,"Njikwa","Arrondissement","Arrondissement",NA,NA
234,41,"CMR","Cameroon",6,"Nord-Ouest",35,"Momo",234,"Widikum Menka","Arrondissement","Arrondissement",NA,NA
235,41,"CMR","Cameroon",6,"Nord-Ouest",36,"Ngo Ketunjia",235,"Babessi","Arrondissement","Arrondissement",NA,NA
236,41,"CMR","Cameroon",6,"Nord-Ouest",36,"Ngo Ketunjia",236,"Balikumbat","Arrondissement","Arrondissement",NA,NA
237,41,"CMR","Cameroon",6,"Nord-Ouest",36,"Ngo Ketunjia",237,"Ndop","Arrondissement","Arrondissement",NA,NA
238,41,"CMR","Cameroon",7,"Nord",37,"Bénoué",238,"Bachéo","Arrondissement","Arrondissement",NA,NA
239,41,"CMR","Cameroon",7,"Nord",37,"Bénoué",239,"Bardanké","Arrondissement","Arrondissement",NA,NA
240,41,"CMR","Cameroon",7,"Nord",37,"Bénoué",240,"Bibémi","Arrondissement","Arrondissement",NA,NA
241,41,"CMR","Cameroon",7,"Nord",37,"Bénoué",241,"Dembo","Arrondissement","Arrondissement",NA,NA
242,41,"CMR","Cameroon",7,"Nord",37,"Bénoué",242,"Demsa","Arrondissement","Arrondissement",NA,NA
243,41,"CMR","Cameroon",7,"Nord",37,"Bénoué",243,"Garoua 1","Arrondissement","Arrondissement",NA,NA
244,41,"CMR","Cameroon",7,"Nord",37,"Bénoué",244,"Garoua 2","Arrondissement","Arrondissement",NA,NA
245,41,"CMR","Cameroon",7,"Nord",37,"Bénoué",245,"Garoua 3","Arrondissement","Arrondissement",NA,NA
246,41,"CMR","Cameroon",7,"Nord",37,"Bénoué",246,"Lagdo","Arrondissement","Arrondissement",NA,NA
247,41,"CMR","Cameroon",7,"Nord",37,"Bénoué",247,"Pitoa","Arrondissement","Arrondissement",NA,NA
248,41,"CMR","Cameroon",7,"Nord",37,"Bénoué",248,"Tchéboa","Arrondissement","Arrondissement",NA,NA
249,41,"CMR","Cameroon",7,"Nord",37,"Bénoué",249,"Touroua","Arrondissement","Arrondissement",NA,NA
250,41,"CMR","Cameroon",7,"Nord",38,"Faro",250,"Béka","Arrondissement","Arrondissement",NA,NA
251,41,"CMR","Cameroon",7,"Nord",38,"Faro",251,"Kontcha","Arrondissement","Arrondissement",NA,NA
252,41,"CMR","Cameroon",7,"Nord",38,"Faro",252,"Poli","Arrondissement","Arrondissement",NA,NA
253,41,"CMR","Cameroon",7,"Nord",39,"Mayo Louti",253,"Figuil","Arrondissement","Arrondissement",NA,NA
254,41,"CMR","Cameroon",7,"Nord",39,"Mayo Louti",254,"Guider","Arrondissement","Arrondissement",NA,NA
255,41,"CMR","Cameroon",7,"Nord",39,"Mayo Louti",255,"Mayo Oulo","Arrondissement","Arrondissement",NA,NA
256,41,"CMR","Cameroon",7,"Nord",40,"Mayo Rey",256,"Madingring","Arrondissement","Arrondissement",NA,NA
257,41,"CMR","Cameroon",7,"Nord",40,"Mayo Rey",257,"Rey Bouba","Arrondissement","Arrondissement",NA,NA
258,41,"CMR","Cameroon",7,"Nord",40,"Mayo Rey",258,"Tcholliré","Arrondissement","Arrondissement",NA,NA
259,41,"CMR","Cameroon",7,"Nord",40,"Mayo Rey",259,"Touboro","Arrondissement","Arrondissement",NA,NA
260,41,"CMR","Cameroon",8,"Ouest",41,"Bamboutos",260,"Babadjou","Arrondissement","Arrondissement",NA,NA
261,41,"CMR","Cameroon",8,"Ouest",41,"Bamboutos",261,"Batcham","Arrondissement","Arrondissement",NA,NA
262,41,"CMR","Cameroon",8,"Ouest",41,"Bamboutos",262,"Galim","Arrondissement","Arrondissement",NA,NA
263,41,"CMR","Cameroon",8,"Ouest",41,"Bamboutos",263,"Mbouda","Arrondissement","Arrondissement",NA,NA
264,41,"CMR","Cameroon",8,"Ouest",42,"Haut Nkam",264,"Bafang","Arrondissement","Arrondissement",NA,NA
265,41,"CMR","Cameroon",8,"Ouest",42,"Haut Nkam",265,"Bakou","Arrondissement","Arrondissement",NA,NA
266,41,"CMR","Cameroon",8,"Ouest",42,"Haut Nkam",266,"Bana","Arrondissement","Arrondissement",NA,NA
267,41,"CMR","Cameroon",8,"Ouest",42,"Haut Nkam",267,"Bandja","Arrondissement","Arrondissement",NA,NA
268,41,"CMR","Cameroon",8,"Ouest",42,"Haut Nkam",268,"Banka","Arrondissement","Arrondissement",NA,NA
269,41,"CMR","Cameroon",8,"Ouest",42,"Haut Nkam",269,"Banwa","Arrondissement","Arrondissement",NA,NA
270,41,"CMR","Cameroon",8,"Ouest",42,"Haut Nkam",270,"Kekem","Arrondissement","Arrondissement",NA,NA
271,41,"CMR","Cameroon",8,"Ouest",43,"Hauts Plateaux",271,"Baham","Arrondissement","Arrondissement",NA,NA
272,41,"CMR","Cameroon",8,"Ouest",43,"Hauts Plateaux",272,"Bamendjou","Arrondissement","Arrondissement",NA,NA
273,41,"CMR","Cameroon",8,"Ouest",43,"Hauts Plateaux",273,"Bangou","Arrondissement","Arrondissement",NA,NA
274,41,"CMR","Cameroon",8,"Ouest",43,"Hauts Plateaux",274,"Batie","Arrondissement","Arrondissement",NA,NA
275,41,"CMR","Cameroon",8,"Ouest",44,"Koung Khi",275,"Bandjoun","Arrondissement","Arrondissement",NA,NA
276,41,"CMR","Cameroon",8,"Ouest",44,"Koung Khi",276,"Bayangam","Arrondissement","Arrondissement",NA,NA
277,41,"CMR","Cameroon",8,"Ouest",44,"Koung Khi",277,"Djemrem","Arrondissement","Arrondissement",NA,NA
278,41,"CMR","Cameroon",8,"Ouest",44,"Koung Khi",278,"Poumegne","Arrondissement","Arrondissement",NA,NA
279,41,"CMR","Cameroon",8,"Ouest",45,"Menoua",279,"Dschang","Arrondissement","Arrondissement",NA,NA
280,41,"CMR","Cameroon",8,"Ouest",45,"Menoua",280,"Fokoue","Arrondissement","Arrondissement",NA,NA
281,41,"CMR","Cameroon",8,"Ouest",45,"Menoua",281,"Fongo Tongo","Arrondissement","Arrondissement",NA,NA
282,41,"CMR","Cameroon",8,"Ouest",45,"Menoua",282,"Nkong-Nkhi","Arrondissement","Arrondissement",NA,NA
283,41,"CMR","Cameroon",8,"Ouest",45,"Menoua",283,"Penka Michel","Arrondissement","Arrondissement",NA,NA
284,41,"CMR","Cameroon",8,"Ouest",45,"Menoua",284,"Santchou","Arrondissement","Arrondissement",NA,NA
285,41,"CMR","Cameroon",8,"Ouest",46,"Mifi",285,"Bafoussam 1","Arrondissement","Arrondissement",NA,NA
286,41,"CMR","Cameroon",8,"Ouest",46,"Mifi",286,"Bafoussam 2","Arrondissement","Arrondissement",NA,NA
287,41,"CMR","Cameroon",8,"Ouest",46,"Mifi",287,"Bafoussam 3","Arrondissement","Arrondissement",NA,NA
288,41,"CMR","Cameroon",8,"Ouest",47,"Ndé",288,"Bangangté","Arrondissement","Arrondissement",NA,NA
289,41,"CMR","Cameroon",8,"Ouest",47,"Ndé",289,"Bassamba","Arrondissement","Arrondissement",NA,NA
290,41,"CMR","Cameroon",8,"Ouest",47,"Ndé",290,"Bazou","Arrondissement","Arrondissement",NA,NA
291,41,"CMR","Cameroon",8,"Ouest",47,"Ndé",291,"Tonga","Arrondissement","Arrondissement",NA,NA
292,41,"CMR","Cameroon",8,"Ouest",48,"Noun",292,"Bangourain","Arrondissement","Arrondissement",NA,NA
293,41,"CMR","Cameroon",8,"Ouest",48,"Noun",293,"Foumban","Arrondissement","Arrondissement",NA,NA
294,41,"CMR","Cameroon",8,"Ouest",48,"Noun",294,"Foumbot","Arrondissement","Arrondissement",NA,NA
295,41,"CMR","Cameroon",8,"Ouest",48,"Noun",295,"Kouoptamo","Arrondissement","Arrondissement",NA,NA
296,41,"CMR","Cameroon",8,"Ouest",48,"Noun",296,"Koutaba","Arrondissement","Arrondissement",NA,NA
297,41,"CMR","Cameroon",8,"Ouest",48,"Noun",297,"Magba","Arrondissement","Arrondissement",NA,NA
298,41,"CMR","Cameroon",8,"Ouest",48,"Noun",298,"Malantouen","Arrondissement","Arrondissement",NA,NA
299,41,"CMR","Cameroon",8,"Ouest",48,"Noun",299,"Massangam","Arrondissement","Arrondissement",NA,NA
300,41,"CMR","Cameroon",8,"Ouest",48,"Noun",300,"Njimom","Arrondissement","Arrondissement",NA,NA
301,41,"CMR","Cameroon",9,"Sud-Ouest",49,"Fako",301,"Buéa","Arrondissement","Arrondissement",NA,NA
302,41,"CMR","Cameroon",9,"Sud-Ouest",49,"Fako",302,"Limbé 1","Arrondissement","Arrondissement",NA,NA
303,41,"CMR","Cameroon",9,"Sud-Ouest",49,"Fako",303,"Limbé 2","Arrondissement","Arrondissement",NA,NA
304,41,"CMR","Cameroon",9,"Sud-Ouest",49,"Fako",304,"Limbé 3","Arrondissement","Arrondissement",NA,NA
305,41,"CMR","Cameroon",9,"Sud-Ouest",49,"Fako",305,"Muyuka","Arrondissement","Arrondissement",NA,NA
306,41,"CMR","Cameroon",9,"Sud-Ouest",49,"Fako",306,"Tiko","Arrondissement","Arrondissement",NA,NA
307,41,"CMR","Cameroon",9,"Sud-Ouest",49,"Fako",307,"West Coast","Arrondissement","Arrondissement",NA,NA
308,41,"CMR","Cameroon",9,"Sud-Ouest",50,"Koupé Manengouba",308,"Bangem","Arrondissement","Arrondissement",NA,NA
309,41,"CMR","Cameroon",9,"Sud-Ouest",50,"Koupé Manengouba",309,"Nguti","Arrondissement","Arrondissement",NA,NA
310,41,"CMR","Cameroon",9,"Sud-Ouest",50,"Koupé Manengouba",310,"Tombel","Arrondissement","Arrondissement",NA,NA
311,41,"CMR","Cameroon",9,"Sud-Ouest",51,"Lebialem",311,"Alou","Arrondissement","Arrondissement",NA,NA
312,41,"CMR","Cameroon",9,"Sud-Ouest",51,"Lebialem",312,"Fontem","Arrondissement","Arrondissement",NA,NA
313,41,"CMR","Cameroon",9,"Sud-Ouest",51,"Lebialem",313,"Wabane","Arrondissement","Arrondissement",NA,NA
314,41,"CMR","Cameroon",9,"Sud-Ouest",52,"Manyu",314,"Akwaya","Arrondissement","Arrondissement",NA,NA
315,41,"CMR","Cameroon",9,"Sud-Ouest",52,"Manyu",315,"Eyumodjock","Arrondissement","Arrondissement",NA,NA
316,41,"CMR","Cameroon",9,"Sud-Ouest",52,"Manyu",316,"Mamfé","Arrondissement","Arrondissement",NA,NA
317,41,"CMR","Cameroon",9,"Sud-Ouest",52,"Manyu",317,"Upper Bayang","Arrondissement","Arrondissement",NA,NA
318,41,"CMR","Cameroon",9,"Sud-Ouest",53,"Meme",318,"Konye","Arrondissement","Arrondissement",NA,NA
319,41,"CMR","Cameroon",9,"Sud-Ouest",53,"Meme",319,"Kumba 1","Arrondissement","Arrondissement",NA,NA
320,41,"CMR","Cameroon",9,"Sud-Ouest",53,"Meme",320,"Kumba 2","Arrondissement","Arrondissement",NA,NA
321,41,"CMR","Cameroon",9,"Sud-Ouest",53,"Meme",321,"Kumba 3","Arrondissement","Arrondissement",NA,NA
322,41,"CMR","Cameroon",9,"Sud-Ouest",53,"Meme",322,"Mbongé","Arrondissement","Arrondissement",NA,NA
323,41,"CMR","Cameroon",9,"Sud-Ouest",54,"Ndian",323,"Bamuso","Arrondissement","Arrondissement",NA,NA
324,41,"CMR","Cameroon",9,"Sud-Ouest",54,"Ndian",324,"Dikome value","Arrondissement","Arrondissement",NA,NA
325,41,"CMR","Cameroon",9,"Sud-Ouest",54,"Ndian",325,"Ekondo Titi","Arrondissement","Arrondissement",NA,NA
326,41,"CMR","Cameroon",9,"Sud-Ouest",54,"Ndian",326,"Idabato","Arrondissement","Arrondissement",NA,NA
327,41,"CMR","Cameroon",9,"Sud-Ouest",54,"Ndian",327,"Isangele","Arrondissement","Arrondissement",NA,NA
328,41,"CMR","Cameroon",9,"Sud-Ouest",54,"Ndian",328,"Kombo Abedimo","Arrondissement","Arrondissement",NA,NA
329,41,"CMR","Cameroon",9,"Sud-Ouest",54,"Ndian",329,"Kombo Etindi","Arrondissement","Arrondissement",NA,NA
330,41,"CMR","Cameroon",9,"Sud-Ouest",54,"Ndian",330,"Mundemba","Arrondissement","Arrondissement",NA,NA
331,41,"CMR","Cameroon",9,"Sud-Ouest",54,"Ndian",331,"Toko","Arrondissement","Arrondissement",NA,NA
332,41,"CMR","Cameroon",10,"Sud",55,"Dja et Lobo",332,"Bengbis","Arrondissement","Arrondissement",NA,NA
333,41,"CMR","Cameroon",10,"Sud",55,"Dja et Lobo",333,"Djoum","Arrondissement","Arrondissement",NA,NA
334,41,"CMR","Cameroon",10,"Sud",55,"Dja et Lobo",334,"Meyomessala","Arrondissement","Arrondissement",NA,NA
335,41,"CMR","Cameroon",10,"Sud",55,"Dja et Lobo",335,"Meyomessi","Arrondissement","Arrondissement",NA,NA
336,41,"CMR","Cameroon",10,"Sud",55,"Dja et Lobo",336,"Mintom 2","Arrondissement","Arrondissement",NA,NA
337,41,"CMR","Cameroon",10,"Sud",55,"Dja et Lobo",337,"Oveng","Arrondissement","Arrondissement",NA,NA
338,41,"CMR","Cameroon",10,"Sud",55,"Dja et Lobo",338,"Sangmélima","Arrondissement","Arrondissement",NA,NA
339,41,"CMR","Cameroon",10,"Sud",55,"Dja et Lobo",339,"Zoétélé","Arrondissement","Arrondissement",NA,NA
340,41,"CMR","Cameroon",10,"Sud",56,"Mvila",340,"Biwong Bane","Arrondissement","Arrondissement",NA,NA
341,41,"CMR","Cameroon",10,"Sud",56,"Mvila",341,"Biwong Bulu","Arrondissement","Arrondissement",NA,NA
342,41,"CMR","Cameroon",10,"Sud",56,"Mvila",342,"Ebolowa 1","Arrondissement","Arrondissement",NA,NA
343,41,"CMR","Cameroon",10,"Sud",56,"Mvila",343,"Ebolowa 2","Arrondissement","Arrondissement",NA,NA
344,41,"CMR","Cameroon",10,"Sud",56,"Mvila",344,"Efoulan","Arrondissement","Arrondissement",NA,NA
345,41,"CMR","Cameroon",10,"Sud",56,"Mvila",345,"Mengong","Arrondissement","Arrondissement",NA,NA
346,41,"CMR","Cameroon",10,"Sud",56,"Mvila",346,"Mvangan","Arrondissement","Arrondissement",NA,NA
347,41,"CMR","Cameroon",10,"Sud",56,"Mvila",347,"Ngoulémakong","Arrondissement","Arrondissement",NA,NA
348,41,"CMR","Cameroon",10,"Sud",57,"Océan",348,"Akom 2","Arrondissement","Arrondissement",NA,NA
349,41,"CMR","Cameroon",10,"Sud",57,"Océan",349,"Bipindi","Arrondissement","Arrondissement",NA,NA
350,41,"CMR","Cameroon",10,"Sud",57,"Océan",350,"Campo","Arrondissement","Arrondissement",NA,NA
351,41,"CMR","Cameroon",10,"Sud",57,"Océan",351,"Kribi 1","Arrondissement","Arrondissement",NA,NA
352,41,"CMR","Cameroon",10,"Sud",57,"Océan",352,"Kribi 2","Arrondissement","Arrondissement",NA,NA
353,41,"CMR","Cameroon",10,"Sud",57,"Océan",353,"Lokoundje","Arrondissement","Arrondissement",NA,NA
354,41,"CMR","Cameroon",10,"Sud",57,"Océan",354,"Lolodorf","Arrondissement","Arrondissement",NA,NA
355,41,"CMR","Cameroon",10,"Sud",57,"Océan",355,"Mvengué","Arrondissement","Arrondissement",NA,NA
356,41,"CMR","Cameroon",10,"Sud",57,"Océan",356,"Nyé'été","Arrondissement","Arrondissement",NA,NA
357,41,"CMR","Cameroon",10,"Sud",58,"Vallée du Ntem",357,"Ambam","Arrondissement","Arrondissement",NA,NA
358,41,"CMR","Cameroon",10,"Sud",58,"Vallée du Ntem",358,"Kyé Ossi","Arrondissement","Arrondissement",NA,NA
359,41,"CMR","Cameroon",10,"Sud",58,"Vallée du Ntem",359,"Ma'an","Arrondissement","Arrondissement",NA,NA
360,41,"CMR","Cameroon",10,"Sud",58,"Vallée du Ntem",360,"Olamzé","Arrondissement","Arrondissement",NA,NA
