"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
72,41,"CMR","Cameroon",2,"Centre",13,"Nyong et Kéllé",72,"Dibang","Arrondissement","Arrondissement",NA,NA
73,41,"CMR","Cameroon",2,"Centre",13,"Nyong et Kéllé",73,"Eséka","Arrondissement","Arrondissement",NA,NA
74,41,"CMR","Cameroon",2,"Centre",13,"Nyong et Kéllé",74,"Makak","Arrondissement","Arrondissement",NA,NA
75,41,"CMR","Cameroon",2,"Centre",13,"Nyong et Kéllé",75,"Matomb","Arrondissement","Arrondissement",NA,NA
76,41,"CMR","Cameroon",2,"Centre",13,"Nyong et Kéllé",76,"Messondo","Arrondissement","Arrondissement",NA,NA
77,41,"CMR","Cameroon",2,"Centre",13,"Nyong et Kéllé",77,"Ngog Mapubi","Arrondissement","Arrondissement",NA,NA
78,41,"CMR","Cameroon",2,"Centre",13,"Nyong et Kéllé",78,"Nguibassal","Arrondissement","Arrondissement",NA,NA
79,41,"CMR","Cameroon",2,"Centre",14,"Nyong et Mfoumou",79,"Akonolinga","Arrondissement","Arrondissement",NA,NA
80,41,"CMR","Cameroon",2,"Centre",14,"Nyong et Mfoumou",80,"Ayos","Arrondissement","Arrondissement",NA,NA
81,41,"CMR","Cameroon",2,"Centre",14,"Nyong et Mfoumou",81,"Endom","Arrondissement","Arrondissement",NA,NA
82,41,"CMR","Cameroon",2,"Centre",14,"Nyong et Mfoumou",82,"Mengang","Arrondissement","Arrondissement",NA,NA
83,41,"CMR","Cameroon",2,"Centre",14,"Nyong et Mfoumou",83,"Nyakokombo","Arrondissement","Arrondissement",NA,NA
84,41,"CMR","Cameroon",2,"Centre",15,"Nyong et So'o",84,"Akoéman","Arrondissement","Arrondissement",NA,NA
85,41,"CMR","Cameroon",2,"Centre",15,"Nyong et So'o",85,"Dzeng","Arrondissement","Arrondissement",NA,NA
86,41,"CMR","Cameroon",2,"Centre",15,"Nyong et So'o",86,"Mbalmayo","Arrondissement","Arrondissement",NA,NA
87,41,"CMR","Cameroon",2,"Centre",15,"Nyong et So'o",87,"Mengueme","Arrondissement","Arrondissement",NA,NA
88,41,"CMR","Cameroon",2,"Centre",15,"Nyong et So'o",88,"Ngomedzap","Arrondissement","Arrondissement",NA,NA
89,41,"CMR","Cameroon",2,"Centre",15,"Nyong et So'o",89,"Nkolmetet","Arrondissement","Arrondissement",NA,NA
90,41,"CMR","Cameroon",3,"Est",16,"Boumba et Ngoko",90,"Gari Gombo","Arrondissement","Arrondissement",NA,NA
91,41,"CMR","Cameroon",3,"Est",16,"Boumba et Ngoko",91,"Moloundou","Arrondissement","Arrondissement",NA,NA
92,41,"CMR","Cameroon",3,"Est",16,"Boumba et Ngoko",92,"Salapoumbé","Arrondissement","Arrondissement",NA,NA
93,41,"CMR","Cameroon",3,"Est",16,"Boumba et Ngoko",93,"Yokadouma","Arrondissement","Arrondissement",NA,NA
94,41,"CMR","Cameroon",3,"Est",17,"Haut Nyong",94,"Abong Mbang","Arrondissement","Arrondissement",NA,NA
95,41,"CMR","Cameroon",3,"Est",17,"Haut Nyong",95,"Atok","Arrondissement","Arrondissement",NA,NA
96,41,"CMR","Cameroon",3,"Est",17,"Haut Nyong",96,"Dimako","Arrondissement","Arrondissement",NA,NA
97,41,"CMR","Cameroon",3,"Est",17,"Haut Nyong",97,"Dja","Arrondissement","Arrondissement",NA,NA
98,41,"CMR","Cameroon",3,"Est",17,"Haut Nyong",98,"Doumé","Arrondissement","Arrondissement",NA,NA
99,41,"CMR","Cameroon",3,"Est",17,"Haut Nyong",99,"Doumétang","Arrondissement","Arrondissement",NA,NA
100,41,"CMR","Cameroon",3,"Est",17,"Haut Nyong",100,"Lomié","Arrondissement","Arrondissement",NA,NA
101,41,"CMR","Cameroon",3,"Est",17,"Haut Nyong",101,"Mboma","Arrondissement","Arrondissement",NA,NA
102,41,"CMR","Cameroon",3,"Est",17,"Haut Nyong",102,"Mbouanz","Arrondissement","Arrondissement",NA,NA
103,41,"CMR","Cameroon",3,"Est",17,"Haut Nyong",103,"Messamena","Arrondissement","Arrondissement",NA,NA
104,41,"CMR","Cameroon",3,"Est",17,"Haut Nyong",104,"Messok","Arrondissement","Arrondissement",NA,NA
105,41,"CMR","Cameroon",3,"Est",17,"Haut Nyong",105,"Ngoïla","Arrondissement","Arrondissement",NA,NA
106,41,"CMR","Cameroon",3,"Est",17,"Haut Nyong",106,"Nguélémendouga","Arrondissement","Arrondissement",NA,NA
107,41,"CMR","Cameroon",3,"Est",17,"Haut Nyong",107,"Somalomo","Arrondissement","Arrondissement",NA,NA
108,41,"CMR","Cameroon",3,"Est",18,"Kadey",108,"Batouri","Arrondissement","Arrondissement",NA,NA
109,41,"CMR","Cameroon",3,"Est",18,"Kadey",109,"Bombé","Arrondissement","Arrondissement",NA,NA
110,41,"CMR","Cameroon",3,"Est",18,"Kadey",110,"Kétté","Arrondissement","Arrondissement",NA,NA
111,41,"CMR","Cameroon",3,"Est",18,"Kadey",111,"Mbang","Arrondissement","Arrondissement",NA,NA
112,41,"CMR","Cameroon",3,"Est",18,"Kadey",112,"Mbotoro","Arrondissement","Arrondissement",NA,NA
113,41,"CMR","Cameroon",3,"Est",18,"Kadey",113,"Ndélélé","Arrondissement","Arrondissement",NA,NA
114,41,"CMR","Cameroon",3,"Est",18,"Kadey",114,"Ndem Nam","Arrondissement","Arrondissement",NA,NA
115,41,"CMR","Cameroon",3,"Est",19,"Lom et Djerem",115,"Bélabo","Arrondissement","Arrondissement",NA,NA
116,41,"CMR","Cameroon",3,"Est",19,"Lom et Djerem",116,"Bétaré Oya","Arrondissement","Arrondissement",NA,NA
117,41,"CMR","Cameroon",3,"Est",19,"Lom et Djerem",117,"Bertoua 1","Arrondissement","Arrondissement",NA,NA
118,41,"CMR","Cameroon",3,"Est",19,"Lom et Djerem",118,"Bertoua 2","Arrondissement","Arrondissement",NA,NA
119,41,"CMR","Cameroon",3,"Est",19,"Lom et Djerem",119,"Diang","Arrondissement","Arrondissement",NA,NA
120,41,"CMR","Cameroon",3,"Est",19,"Lom et Djerem",120,"Garoua Boulaî","Arrondissement","Arrondissement",NA,NA
121,41,"CMR","Cameroon",3,"Est",19,"Lom et Djerem",121,"Mandjou","Arrondissement","Arrondissement",NA,NA
122,41,"CMR","Cameroon",3,"Est",19,"Lom et Djerem",122,"Ngoura","Arrondissement","Arrondissement",NA,NA
123,41,"CMR","Cameroon",4,"Extrême-Nord",20,"Diamaré",123,"Bogo","Arrondissement","Arrondissement",NA,NA
124,41,"CMR","Cameroon",4,"Extrême-Nord",20,"Diamaré",124,"Dargala","Arrondissement","Arrondissement",NA,NA
125,41,"CMR","Cameroon",4,"Extrême-Nord",20,"Diamaré",125,"Gasawa","Arrondissement","Arrondissement",NA,NA
126,41,"CMR","Cameroon",4,"Extrême-Nord",20,"Diamaré",126,"Méri","Arrondissement","Arrondissement",NA,NA
127,41,"CMR","Cameroon",4,"Extrême-Nord",20,"Diamaré",127,"Maroua 1","Arrondissement","Arrondissement",NA,NA
128,41,"CMR","Cameroon",4,"Extrême-Nord",20,"Diamaré",128,"Maroua 2","Arrondissement","Arrondissement",NA,NA
129,41,"CMR","Cameroon",4,"Extrême-Nord",20,"Diamaré",129,"Maroua 3","Arrondissement","Arrondissement",NA,NA
130,41,"CMR","Cameroon",4,"Extrême-Nord",20,"Diamaré",130,"Ndoukoula","Arrondissement","Arrondissement",NA,NA
131,41,"CMR","Cameroon",4,"Extrême-Nord",20,"Diamaré",131,"Pété","Arrondissement","Arrondissement",NA,NA
132,41,"CMR","Cameroon",4,"Extrême-Nord",21,"Logone et Chari",132,"Blangoua","Arrondissement","Arrondissement",NA,NA
133,41,"CMR","Cameroon",4,"Extrême-Nord",21,"Logone et Chari",133,"Darrak","Arrondissement","Arrondissement",NA,NA
134,41,"CMR","Cameroon",4,"Extrême-Nord",21,"Logone et Chari",134,"Goulfey","Arrondissement","Arrondissement",NA,NA
135,41,"CMR","Cameroon",4,"Extrême-Nord",21,"Logone et Chari",135,"Hilé Alifa","Arrondissement","Arrondissement",NA,NA
136,41,"CMR","Cameroon",4,"Extrême-Nord",21,"Logone et Chari",136,"Kousséri","Arrondissement","Arrondissement",NA,NA
137,41,"CMR","Cameroon",4,"Extrême-Nord",21,"Logone et Chari",137,"Logone Birni","Arrondissement","Arrondissement",NA,NA
138,41,"CMR","Cameroon",4,"Extrême-Nord",21,"Logone et Chari",138,"Makari","Arrondissement","Arrondissement",NA,NA
139,41,"CMR","Cameroon",4,"Extrême-Nord",21,"Logone et Chari",139,"Waza","Arrondissement","Arrondissement",NA,NA
140,41,"CMR","Cameroon",4,"Extrême-Nord",21,"Logone et Chari",140,"Zina","Arrondissement","Arrondissement",NA,NA
141,41,"CMR","Cameroon",4,"Extrême-Nord",22,"Mayo Danay",141,"Datchéka","Arrondissement","Arrondissement",NA,NA
142,41,"CMR","Cameroon",4,"Extrême-Nord",22,"Mayo Danay",142,"Gobo","Arrondissement","Arrondissement",NA,NA
143,41,"CMR","Cameroon",4,"Extrême-Nord",22,"Mayo Danay",143,"Guéré","Arrondissement","Arrondissement",NA,NA
144,41,"CMR","Cameroon",4,"Extrême-Nord",22,"Mayo Danay",144,"Kalfou","Arrondissement","Arrondissement",NA,NA
145,41,"CMR","Cameroon",4,"Extrême-Nord",22,"Mayo Danay",145,"Kar Hay","Arrondissement","Arrondissement",NA,NA
146,41,"CMR","Cameroon",4,"Extrême-Nord",22,"Mayo Danay",146,"Kay Kay","Arrondissement","Arrondissement",NA,NA
147,41,"CMR","Cameroon",4,"Extrême-Nord",22,"Mayo Danay",147,"Maga","Arrondissement","Arrondissement",NA,NA
148,41,"CMR","Cameroon",4,"Extrême-Nord",22,"Mayo Danay",148,"Porhi","Arrondissement","Arrondissement",NA,NA
149,41,"CMR","Cameroon",4,"Extrême-Nord",22,"Mayo Danay",149,"Tchatibali","Arrondissement","Arrondissement",NA,NA
150,41,"CMR","Cameroon",4,"Extrême-Nord",22,"Mayo Danay",150,"Vélé","Arrondissement","Arrondissement",NA,NA
151,41,"CMR","Cameroon",4,"Extrême-Nord",22,"Mayo Danay",151,"Wina","Arrondissement","Arrondissement",NA,NA
152,41,"CMR","Cameroon",4,"Extrême-Nord",22,"Mayo Danay",152,"Yagoua","Arrondissement","Arrondissement",NA,NA
153,41,"CMR","Cameroon",4,"Extrême-Nord",23,"Mayo Kani",153,"Guidiguis","Arrondissement","Arrondissement",NA,NA
154,41,"CMR","Cameroon",4,"Extrême-Nord",23,"Mayo Kani",154,"Kaele","Arrondissement","Arrondissement",NA,NA
155,41,"CMR","Cameroon",4,"Extrême-Nord",23,"Mayo Kani",155,"Mindif","Arrondissement","Arrondissement",NA,NA
156,41,"CMR","Cameroon",4,"Extrême-Nord",23,"Mayo Kani",156,"Montouroua","Arrondissement","Arrondissement",NA,NA
157,41,"CMR","Cameroon",4,"Extrême-Nord",23,"Mayo Kani",157,"Moulvouday","Arrondissement","Arrondissement",NA,NA
158,41,"CMR","Cameroon",4,"Extrême-Nord",23,"Mayo Kani",158,"Taîbong","Arrondissement","Arrondissement",NA,NA
159,41,"CMR","Cameroon",4,"Extrême-Nord",24,"Mayo Sava",159,"Kolofata","Arrondissement","Arrondissement",NA,NA
160,41,"CMR","Cameroon",4,"Extrême-Nord",24,"Mayo Sava",160,"Mora","Arrondissement","Arrondissement",NA,NA
161,41,"CMR","Cameroon",4,"Extrême-Nord",24,"Mayo Sava",161,"Tokombéré","Arrondissement","Arrondissement",NA,NA
162,41,"CMR","Cameroon",4,"Extrême-Nord",25,"Mayo Tsanaga",162,"Bourrah","Arrondissement","Arrondissement",NA,NA
163,41,"CMR","Cameroon",4,"Extrême-Nord",25,"Mayo Tsanaga",163,"Hina","Arrondissement","Arrondissement",NA,NA
164,41,"CMR","Cameroon",4,"Extrême-Nord",25,"Mayo Tsanaga",164,"Koza","Arrondissement","Arrondissement",NA,NA
165,41,"CMR","Cameroon",4,"Extrême-Nord",25,"Mayo Tsanaga",165,"Mayo Moskota","Arrondissement","Arrondissement",NA,NA
166,41,"CMR","Cameroon",4,"Extrême-Nord",25,"Mayo Tsanaga",166,"Mogodé","Arrondissement","Arrondissement",NA,NA
167,41,"CMR","Cameroon",4,"Extrême-Nord",25,"Mayo Tsanaga",167,"Mokolo","Arrondissement","Arrondissement",NA,NA
168,41,"CMR","Cameroon",4,"Extrême-Nord",25,"Mayo Tsanaga",168,"Soulédé Roua","Arrondissement","Arrondissement",NA,NA
169,41,"CMR","Cameroon",5,"Littoral",26,"Moungo",169,"Baré Bakem","Arrondissement","Arrondissement",NA,NA
170,41,"CMR","Cameroon",5,"Littoral",26,"Moungo",170,"Bonaléa","Arrondissement","Arrondissement",NA,NA
171,41,"CMR","Cameroon",5,"Littoral",26,"Moungo",171,"Dibombari","Arrondissement","Arrondissement",NA,NA
172,41,"CMR","Cameroon",5,"Littoral",26,"Moungo",172,"Loum","Arrondissement","Arrondissement",NA,NA
173,41,"CMR","Cameroon",5,"Littoral",26,"Moungo",173,"Manjo","Arrondissement","Arrondissement",NA,NA
174,41,"CMR","Cameroon",5,"Littoral",26,"Moungo",174,"Mbanga","Arrondissement","Arrondissement",NA,NA
175,41,"CMR","Cameroon",5,"Littoral",26,"Moungo",175,"Melong","Arrondissement","Arrondissement",NA,NA
176,41,"CMR","Cameroon",5,"Littoral",26,"Moungo",176,"Mombo","Arrondissement","Arrondissement",NA,NA
177,41,"CMR","Cameroon",5,"Littoral",26,"Moungo",177,"Njombé Penja","Arrondissement","Arrondissement",NA,NA
178,41,"CMR","Cameroon",5,"Littoral",26,"Moungo",178,"Nkongsamba 1","Arrondissement","Arrondissement",NA,NA
179,41,"CMR","Cameroon",5,"Littoral",26,"Moungo",179,"Nkongsamba 2","Arrondissement","Arrondissement",NA,NA
180,41,"CMR","Cameroon",5,"Littoral",26,"Moungo",180,"Nkongsamba 3","Arrondissement","Arrondissement",NA,NA
181,41,"CMR","Cameroon",5,"Littoral",26,"Moungo",181,"Nlonako","Arrondissement","Arrondissement",NA,NA
182,41,"CMR","Cameroon",5,"Littoral",27,"Nkam",182,"Baré","Arrondissement","Arrondissement",NA,NA
183,41,"CMR","Cameroon",5,"Littoral",27,"Nkam",183,"Nkondjock","Arrondissement","Arrondissement",NA,NA
184,41,"CMR","Cameroon",5,"Littoral",27,"Nkam",184,"Nord Makombé","Arrondissement","Arrondissement",NA,NA
185,41,"CMR","Cameroon",5,"Littoral",27,"Nkam",185,"Yabassi","Arrondissement","Arrondissement",NA,NA
186,41,"CMR","Cameroon",5,"Littoral",27,"Nkam",186,"Yingui","Arrondissement","Arrondissement",NA,NA
187,41,"CMR","Cameroon",5,"Littoral",28,"Sanaga Maritime",187,"Dibamba","Arrondissement","Arrondissement",NA,NA
188,41,"CMR","Cameroon",5,"Littoral",28,"Sanaga Maritime",188,"Dizangué","Arrondissement","Arrondissement",NA,NA
189,41,"CMR","Cameroon",5,"Littoral",28,"Sanaga Maritime",189,"Douala 6","Arrondissement","Arrondissement",NA,NA
190,41,"CMR","Cameroon",5,"Littoral",28,"Sanaga Maritime",190,"Edéa 1","Arrondissement","Arrondissement",NA,NA
191,41,"CMR","Cameroon",5,"Littoral",28,"Sanaga Maritime",191,"Edéa 2","Arrondissement","Arrondissement",NA,NA
192,41,"CMR","Cameroon",5,"Littoral",28,"Sanaga Maritime",192,"Massok Song Loulou","Arrondissement","Arrondissement",NA,NA
193,41,"CMR","Cameroon",5,"Littoral",28,"Sanaga Maritime",193,"Mouanko","Arrondissement","Arrondissement",NA,NA
194,41,"CMR","Cameroon",5,"Littoral",28,"Sanaga Maritime",194,"Ndom","Arrondissement","Arrondissement",NA,NA
195,41,"CMR","Cameroon",5,"Littoral",28,"Sanaga Maritime",195,"Ngambé","Arrondissement","Arrondissement",NA,NA
196,41,"CMR","Cameroon",5,"Littoral",28,"Sanaga Maritime",196,"Ngwei","Arrondissement","Arrondissement",NA,NA
197,41,"CMR","Cameroon",5,"Littoral",28,"Sanaga Maritime",197,"Nyanon","Arrondissement","Arrondissement",NA,NA
198,41,"CMR","Cameroon",5,"Littoral",28,"Sanaga Maritime",198,"Pouma","Arrondissement","Arrondissement",NA,NA
199,41,"CMR","Cameroon",5,"Littoral",29,"Wouri",199,"Douala 1","Arrondissement","Arrondissement",NA,NA
200,41,"CMR","Cameroon",5,"Littoral",29,"Wouri",200,"Douala 2","Arrondissement","Arrondissement",NA,NA
201,41,"CMR","Cameroon",5,"Littoral",29,"Wouri",201,"Douala 3","Arrondissement","Arrondissement",NA,NA
202,41,"CMR","Cameroon",5,"Littoral",29,"Wouri",202,"Douala 4","Arrondissement","Arrondissement",NA,NA
203,41,"CMR","Cameroon",5,"Littoral",29,"Wouri",203,"Douala 5","Arrondissement","Arrondissement",NA,NA
204,41,"CMR","Cameroon",6,"Nord-Ouest",30,"Boyo",204,"Belo","Arrondissement","Arrondissement",NA,NA
205,41,"CMR","Cameroon",6,"Nord-Ouest",30,"Boyo",205,"Bum","Arrondissement","Arrondissement",NA,NA
206,41,"CMR","Cameroon",6,"Nord-Ouest",30,"Boyo",206,"Fundong","Arrondissement","Arrondissement",NA,NA
207,41,"CMR","Cameroon",6,"Nord-Ouest",30,"Boyo",207,"Njinikom","Arrondissement","Arrondissement",NA,NA
208,41,"CMR","Cameroon",6,"Nord-Ouest",31,"Bui",208,"Jakiri","Arrondissement","Arrondissement",NA,NA
209,41,"CMR","Cameroon",6,"Nord-Ouest",31,"Bui",209,"Kumbo","Arrondissement","Arrondissement",NA,NA
210,41,"CMR","Cameroon",6,"Nord-Ouest",31,"Bui",210,"Mbven","Arrondissement","Arrondissement",NA,NA
211,41,"CMR","Cameroon",6,"Nord-Ouest",31,"Bui",211,"Nkum","Arrondissement","Arrondissement",NA,NA
212,41,"CMR","Cameroon",6,"Nord-Ouest",31,"Bui",212,"Noni","Arrondissement","Arrondissement",NA,NA
213,41,"CMR","Cameroon",6,"Nord-Ouest",31,"Bui",213,"Oku","Arrondissement","Arrondissement",NA,NA
214,41,"CMR","Cameroon",6,"Nord-Ouest",32,"Donga Mantung",214,"Ako","Arrondissement","Arrondissement",NA,NA
215,41,"CMR","Cameroon",6,"Nord-Ouest",32,"Donga Mantung",215,"Misaje","Arrondissement","Arrondissement",NA,NA
216,41,"CMR","Cameroon",6,"Nord-Ouest",32,"Donga Mantung",216,"Ndu","Arrondissement","Arrondissement",NA,NA
